"userid","shopid","arrTime"
412,4631,20140811170833
1392,9900,20140811113614
5303,10387,20140817114459
5068,3180,20140811182052
3059,9116,20140811124012
7877,3864,20140817133220
9018,10939,20140811160517
3538,9271,20140817190419
3734,9900,20140817115726
256,7310,20140811102710
9241,3427,20140811105938
4095,11640,20140811195413
8216,9596,20140811100608
8127,5255,20140817165531
6934,10772,20140811112243
6898,4631,20140817161203
5130,4631,20140811102135
3186,11180,20140811182257
7848,3416,20140817144009
9314,9250,20140817160818
7399,6662,20140817191603
6240,4966,20140817110047
8064,3497,20140811112729
2072,10503,20140811133345
9734,7360,20140817174212
5303,10387,20140811153151
7988,4416,20140817160111
1908,806,20140817181910
4959,9228,20140811120406
8532,3763,20140811121533
7013,549,20140817173945
3755,26,20140811121107
7427,6472,20140811123525
1726,4631,20140811103603
2320,9325,20140817164020
8884,6662,20140817185705
8890,4617,20140817180256
5440,4671,20140811165912
9918,4883,20140811171513
6370,3416,20140811154358
9119,8888,20140811160543
5316,6472,20140811113925
782,7913,20140811185753
3546,9110,20140811181856
6022,3452,20140817160722
3712,8860,20140811132934
6373,3724,20140811103245
9274,9116,20140811150651
7694,4340,20140811182420
4352,9328,20140811171117
5909,4833,20140811104556
3987,10595,20140811113011
4995,3864,20140817121758
4895,9164,20140811153020
413,4631,20140817102358
8792,6157,20140817182455
8807,6638,20140811181046
6422,8066,20140817165657
7591,3427,20140817103353
5369,6566,20140811173048
1769,9194,20140811113957
5167,553,20140817174240
8826,8066,20140811130046
3824,9450,20140811112658
9130,18,20140817123631
6998,4883,20140817104825
4719,8066,20140817184527
1039,8731,20140811125559
7986,8066,20140811120825
3369,5257,20140811100526
4611,9858,20140817182207
255,1156,20140817114846
415,5099,20140811125036
2789,8886,20140817135855
6181,5714,20140817153239
3069,4883,20140811163128
8390,9047,20140817175001
3641,4671,20140811132953
6155,5208,20140811114538
3804,11640,20140811180944
8791,10494,20140811163935
5725,10610,20140811174351
489,11202,20140817112450
3981,9652,20140811175903
8485,249,20140817132119
9071,9872,20140817144730
4686,9089,20140811131924
5684,9318,20140811110258
6025,9127,20140811190319
7055,10610,20140817154659
9822,5034,20140811163739
3300,3758,20140817190917
371,1980,20140817165206
8785,3452,20140817193104
6620,10510,20140817195118
9627,915,20140817183314
8378,7510,20140811185039
6621,7141,20140817174100
1042,9135,20140817160611
9443,7315,20140817183621
2942,4340,20140817150837
4970,3416,20140817161912
4912,5331,20140811171217
6339,7510,20140817161817
1640,5208,20140811121859
1449,9289,20140817163449
8978,2155,20140817125902
5787,5136,20140817165238
4767,520,20140817152358
7908,3826,20140811100729
8968,8860,20140817133102
8179,10610,20140811115829
7113,5405,20140817173642
7806,10560,20140817122458
2452,4883,20140811144436
9678,7356,20140817170650
4180,9096,20140811164706
5789,10382,20140817114907
1901,9303,20140811120223
2142,9303,20140817165006
2812,10413,20140817113927
7391,7155,20140817192419
9751,664,20140811164022
5234,8068,20140817134424
5212,10610,20140817140300
3601,8034,20140811101648
2456,1784,20140811110222
1056,7955,20140817142329
4675,3826,20140817120756
9868,26,20140811171650
3295,9130,20140817143956
6899,656,20140811140618
9621,26,20140811133319
5110,6662,20140817145933
7913,4393,20140817164402
857,8835,20140811100550
8023,8825,20140817110752
9156,4631,20140811132942
4353,7315,20140817102229
1,9027,20140811102236
8727,5733,20140811143000
2948,6472,20140817114927
4941,9222,20140811105658
1547,6472,20140817140655
6843,9318,20140811113222
1792,9149,20140817135217
4683,7163,20140817151516
9457,3836,20140817150044
2118,4306,20140811105103
3912,6472,20140811101130
7551,6270,20140811192751
2011,9657,20140811182816
5863,4925,20140811123935
5159,4882,20140811100324
9353,8860,20140811171536
3796,26,20140817163022
1563,3571,20140811174401
9620,3028,20140811181124
1214,9271,20140811183007
2127,3180,20140811135543
1695,4637,20140817125506
3724,7940,20140811194820
8666,10656,20140811165708
7766,5136,20140811155756
4816,7946,20140817182840
2272,9303,20140811150900
6158,7942,20140811100718
3957,4947,20140817110832
4819,11506,20140817113946
834,9553,20140811134900
5303,10387,20140817134644
120,8794,20140811192608
1239,1019,20140811103901
3683,4631,20140811184521
9796,10494,20140811114832
8700,7483,20140811155222
4566,10831,20140817171330
6461,9296,20140817112307
5249,9901,20140817180547
8728,5733,20140811112433
7887,8972,20140811160554
7193,6133,20140817170627
4210,4966,20140811171643
3380,4306,20140817161457
1700,6472,20140811181216
708,8506,20140817191501
3158,5257,20140811132624
2253,5295,20140811103631
7407,11674,20140811170248
9431,4966,20140811105156
3577,4631,20140811123452
3024,7318,20140811154401
2140,6270,20140811102245
4567,5764,20140811193032
7009,5034,20140811101939
5226,7483,20140811182137
5254,5120,20140811144848
5,7233,20140811155220
3021,6566,20140817172112
2206,8015,20140811173820
2672,7996,20140817131653
6356,3024,20140811182630
4444,9900,20140811162036
4167,9922,20140817115014
5694,11282,20140817142729
5503,4937,20140811124013
6237,5714,20140817173807
8444,9519,20140817111644
336,7736,20140817184046
9468,3836,20140811150153
8814,5144,20140811142541
8732,4947,20140811111353
661,9151,20140817135522
1142,7310,20140817181645
7556,6566,20140817144201
1459,11640,20140811103848
5789,10382,20140817150520
5787,5136,20140817185850
5150,8015,20140811111557
2827,9900,20140817161204
7702,8066,20140811142859
7982,6662,20140817112150
7999,4631,20140811100324
4463,9467,20140817155959
6415,5034,20140811151614
8753,3836,20140817145026
4933,7163,20140811171620
2641,11894,20140811181640
3455,9223,20140817110507
7317,10441,20140811145842
5304,9599,20140811102030
3253,9223,20140811111332
1184,6472,20140817104955
8924,7310,20140817154731
51,9250,20140817123253
9355,10499,20140811135836
8458,5015,20140811103746
7848,3387,20140811134350
1703,1104,20140811161243
6621,7141,20140817134058
1904,8066,20140817144520
7001,7722,20140811181153
5708,533,20140811131345
4810,10413,20140811100241
1988,5175,20140817111322
3753,5175,20140817185811
8519,4947,20140817102334
6111,5175,20140817170523
9937,8860,20140817171955
1324,8860,20140817172743
6137,4965,20140811175556
4553,3836,20140817104226
775,806,20140817120537
1928,4,20140817175809
9627,915,20140817154524
5229,5258,20140811103405
1182,4966,20140811104712
7395,7722,20140817111839
6566,5733,20140811161341
8641,3827,20140811114238
4884,7315,20140817173036
8373,8860,20140811180307
428,5257,20140811194759
6106,7315,20140817155329
3903,8463,20140817163453
4343,8066,20140811123824
1069,6738,20140811121626
8801,4862,20140811142148
5791,4937,20140817143830
3720,4940,20140817135113
932,9006,20140811191234
9558,10610,20140817172514
6291,5324,20140811154032
3984,11574,20140811175537
3718,9057,20140811160351
1418,4671,20140817191403
6368,3028,20140811150935
7525,8015,20140817175601
486,7356,20140811190933
540,18,20140817171623
394,10459,20140817195531
1373,11894,20140811145649
8173,10677,20140811185621
7291,4631,20140811104037
3328,7971,20140817181552
4972,4684,20140811190403
3165,10494,20140817135517
6402,9270,20140811172901
2822,4947,20140811101808
7412,3536,20140817120023
5481,9072,20140817180721
46,9596,20140817122044
6301,6472,20140817101940
2942,10457,20140817134444
1736,9015,20140811153142
1067,10610,20140811125716
8153,11425,20140817144357
1233,9194,20140817190906
5991,10610,20140811110955
8745,10918,20140811115023
1742,5331,20140811115154
1943,9211,20140811164707
9569,7273,20140811102828
2811,9467,20140811142747
3108,5152,20140811171137
6301,6472,20140817131715
6289,8010,20140811105656
7028,4671,20140811110825
1886,4937,20140811121351
1435,7942,20140817145241
8542,1632,20140817104026
7530,26,20140817141138
4089,10494,20140811132335
2801,6472,20140811154214
1699,9130,20140811111912
6955,9194,20140817124031
5693,5034,20140817122425
5404,8066,20140811133716
8349,537,20140817112253
434,9151,20140811171957
879,6472,20140817154910
2052,7946,20140811135208
5600,5034,20140811175814
456,10610,20140811162732
8684,6210,20140817145431
296,7155,20140817111642
4645,10610,20140811101622
6972,9170,20140811112046
1131,5208,20140811165051
1829,8010,20140811162804
7443,6472,20140811123305
434,9057,20140811131957
267,11145,20140811185602
4938,3073,20140817190823
1632,6599,20140817132012
9313,9271,20140811102641
9183,9116,20140817121015
9642,5487,20140811114732
3075,7155,20140811160600
746,9866,20140811182315
4353,7315,20140811190453
6456,7155,20140817110931
7964,9116,20140817104635
8595,5015,20140811125550
4087,6472,20140811191541
1819,5764,20140811135209
8895,5581,20140817142740
7625,9467,20140817151202
7079,4631,20140811101932
5877,9116,20140811111428
8589,6662,20140817135921
3130,11574,20140811163820
4515,3775,20140811123435
9943,1784,20140817100013
5777,9171,20140811132337
1411,3053,20140817184008
3958,4940,20140811164317
7689,8066,20140811114028
4491,10503,20140811194557
7237,3864,20140817100110
4112,9095,20140811161638
6712,3028,20140811100220
2565,6638,20140817183110
2903,533,20140811105104
8155,10503,20140811102140
7558,9889,20140817142454
3488,3427,20140811160321
2011,9657,20140811172410
7163,549,20140817142344
9683,6638,20140817190648
8739,7942,20140811123441
6261,11273,20140811105732
1464,4539,20140811152353
6082,8066,20140817110816
388,7315,20140811175700
8508,9604,20140811121431
8446,1689,20140811105322
3475,9104,20140817165045
2816,7722,20140811122916
444,7310,20140811185820
3995,10576,20140811144719
6934,5295,20140817170858
291,549,20140811142841
419,3028,20140817131745
1519,4234,20140817112817
1874,7329,20140811174716
2474,416,20140811175639
3040,7196,20140817112755
3839,1019,20140811112254
3330,9060,20140811105940
4436,553,20140811131013
7436,9687,20140811180336
8953,5175,20140811100035
2596,5175,20140811105717
5678,3053,20140817143943
2269,9060,20140817165545
7708,9194,20140817154913
4259,5175,20140811181235
3618,9225,20140811133103
6753,6270,20140817192922
4516,7315,20140811135352
6208,10752,20140811182433
9365,9151,20140817185544
6243,1689,20140811150124
7230,8775,20140817152732
7844,4499,20140811130043
8235,7350,20140811131813
7848,416,20140817171329
7581,4916,20140817153717
3636,9057,20140817165308
4092,11574,20140817155337
7671,4306,20140811102626
6782,8731,20140811121640
6310,10494,20140811123216
9286,10510,20140817130554
3652,416,20140811171402
3173,8015,20140811144718
4605,9515,20140817162938
8612,9872,20140817150914
676,1019,20140817151839
5249,9901,20140817132422
5483,9328,20140811113734
9673,5618,20140817150833
772,9900,20140817140201
9209,2114,20140817175643
5915,7155,20140811153545
8518,7946,20140817125606
5588,8066,20140817180008
1231,9095,20140811131538
11,5870,20140811145501
329,1019,20140817111621
6785,889,20140817163714
2904,4617,20140811115159
8515,10503,20140811140103
30,4671,20140811164456
1367,656,20140811104501
1324,8872,20140817110557
6579,9151,20140811104531
1883,3109,20140817100225
3793,4404,20140811183346
7097,4940,20140811135531
8542,249,20140817172058
9426,659,20140811172016
5872,9286,20140817101853
7231,520,20140811120238
7649,8992,20140811112956
6688,4876,20140811130652
5918,9130,20140817180323
3724,664,20140817171455
3587,5669,20140811145033
8682,974,20140811161925
9388,6140,20140811140007
1870,5034,20140817112155
8343,10679,20140811101853
8056,8860,20140811145305
573,3452,20140811143204
2772,8860,20140811143004
2867,11640,20140817131929
9763,5331,20140811142343
8002,3735,20140811170355
6302,3416,20140817182049
274,11251,20140811111626
7950,11761,20140817103727
2919,7068,20140817160248
2644,8066,20140811134344
8557,520,20140811141632
7842,10503,20140811145731
795,7341,20140811101224
4254,8723,20140811160513
6370,3416,20140817151649
2604,9289,20140817165551
7043,7978,20140817180040
7498,249,20140811102837
3347,5714,20140811181451
6064,5334,20140817172012
3429,9328,20140811100403
378,6075,20140817104050
257,10413,20140817114620
1222,8467,20140811162640
9604,10610,20140817114000
9282,9116,20140811152930
3107,61,20140811173656
4040,5295,20140817121128
5214,10610,20140817193921
7059,1749,20140811103713
6703,9305,20140817145553
8496,6210,20140817103114
5179,1784,20140811175803
6178,9124,20140817141422
2543,9328,20140811130359
3800,5025,20140817102633
5873,3826,20140811160203
6259,5152,20140811131349
5922,7342,20140811104745
5533,3053,20140811144330
8206,9151,20140811173843
9125,7163,20140811121902
8831,9328,20140811174442
9326,9143,20140811103139
7738,4883,20140811124123
1810,8860,20140811101215
3274,7996,20140817120928
1146,4966,20140811180323
7402,8066,20140811102223
9311,7942,20140811192231
1728,4610,20140811162720
1604,4331,20140811131450
994,7483,20140811161922
7944,9303,20140817145939
8254,9299,20140817112003
8233,5175,20140811170404
7097,658,20140811183141
7556,6662,20140811114609
9105,9496,20140817140006
6756,3058,20140817163514
8772,664,20140817162510
8143,3452,20140817134159
3142,4340,20140811105844
7152,9025,20140811193818
9748,9647,20140817121819
1527,9318,20140811192239
5158,6229,20140817104046
8478,7231,20140811191153
7525,9303,20140811161205
495,3127,20140811105810
797,9277,20140817132511
2397,4340,20140811112952
3091,8697,20140817183139
8519,9059,20140817183102
3642,5870,20140817163835
3439,3452,20140817160443
8810,26,20140811143746
7886,1668,20140811110911
5686,1910,20140817183031
8090,5939,20140811171348
7760,4947,20140817194849
8826,8066,20140817175319
9817,4940,20140811133926
2501,11640,20140811183216
3249,4921,20140811172733
5821,3497,20140811180619
9560,9604,20140817183837
1176,8860,20140811160237
3258,9163,20140811190020
1811,9832,20140811133456
2412,10667,20140817120046
7340,6662,20140817172010
823,10495,20140817140459
729,1019,20140817145910
7577,5714,20140817172326
824,9104,20140811183804
4843,3452,20140817192320
9769,8066,20140811181527
6181,5714,20140811114849
293,7996,20140811193227
7724,12,20140811102648
6711,5175,20140811100258
2125,10759,20140811105549
4212,3361,20140811120758
8081,9723,20140811172833
275,11145,20140811114624
6957,3790,20140811111844
9906,9228,20140811135154
754,9059,20140811104336
6955,10503,20140817174437
7838,10503,20140811120048
102,9496,20140811123352
3645,1019,20140811114621
253,3856,20140811183114
3903,8506,20140817190421
5425,10831,20140811125714
1345,8989,20140817130804
1135,10503,20140811190837
9627,915,20140817135947
1236,6662,20140817185531
7316,9604,20140817165546
3557,3497,20140811125556
4592,553,20140811160210
5635,9079,20140817121836
4160,520,20140811174305
8609,5331,20140817103843
5067,3398,20140811183653
3900,9900,20140817135755
7795,3864,20140817174859
1938,5714,20140817190757
3794,10503,20140811144904
9752,4940,20140811191118
996,1814,20140811154702
3252,7243,20140811101053
7217,7273,20140817111723
9057,5736,20140811124920
5229,5258,20140811143727
8065,7141,20140811102802
9003,9303,20140817153337
8499,9596,20140811161020
3864,6270,20140817190853
8991,10490,20140811131522
3609,8066,20140811140628
6613,6570,20140811181245
5386,6270,20140811105857
855,11050,20140811102132
1822,6564,20140811132722
1079,5486,20140817165115
5796,9194,20140817193211
7805,5175,20140811192429
6146,4340,20140811112520
6135,8467,20140811101231
9864,7983,20140811105131
5178,4962,20140817183356
6756,3058,20140811114248
7542,8066,20140811151636
1785,5034,20140811160712
2313,664,20140817180708
1049,9723,20140817123942
1720,537,20140811163704
1618,11574,20140811163704
6631,5954,20140817170139
2860,8869,20140811124825
9795,7722,20140817135809
5155,9194,20140817163105
4939,537,20140817155808
6112,5248,20140817194351
8549,26,20140811172552
7190,5836,20140811114011
6166,416,20140817155837
797,9318,20140817104700
3986,11902,20140811181629
9494,4947,20140817112335
7071,3773,20140811112236
8242,3028,20140817163728
2382,4909,20140811111642
1755,26,20140817173931
636,5406,20140817130602
8252,9149,20140811190125
3871,9519,20140811163958
6675,8979,20140811124708
6871,3180,20140817142113
4727,10494,20140811133005
6816,8497,20140811190023
7463,9524,20140811162744
2620,9588,20140811104206
4192,5417,20140811190453
2502,7971,20140817155308
6559,4882,20140817145851
8542,1632,20140817130827
9617,9332,20140817111611
9928,978,20140811160113
7596,7310,20140817152450
2221,664,20140817151046
4721,4940,20140811190043
9845,7231,20140811165049
9930,3836,20140817120021
2277,9058,20140811171736
6337,4617,20140811140347
8821,8870,20140811143810
5820,8979,20140817122638
9316,10634,20140811104258
4994,10879,20140811182106
2748,9280,20140811132611
8290,7996,20140817140715
2425,656,20140811145511
7352,3571,20140817110746
2360,7942,20140811120620
4133,18,20140811184105
20,3763,20140811131327
1490,10503,20140817174609
456,10610,20140811170853
4298,9652,20140817161813
3912,6225,20140817134935
4824,978,20140811161141
3457,8066,20140811114501
9627,915,20140817123045
2813,9250,20140811121648
6422,8860,20140817124713
840,711,20140811190341
3116,1019,20140817123809
2097,9241,20140817160348
9122,3180,20140817160326
2244,7942,20140817111706
5453,9065,20140817191220
9859,4449,20140817110206
3734,9900,20140811101252
3833,9845,20140817144220
6152,7163,20140811125848
8921,3826,20140811151858
1431,4851,20140817160503
8779,9193,20140811115848
7134,6270,20140811101810
5938,4631,20140811153511
1993,1051,20140811173049
4674,10490,20140817133025
3339,1019,20140811150331
9345,7722,20140811171851
1033,4637,20140817185129
5204,1667,20140811102424
6926,10680,20140811142316
9270,4856,20140811112203
5384,8015,20140817171120
5225,6670,20140817185951
1521,5034,20140811154508
2669,9219,20140811142716
7697,10677,20140811142707
5177,9130,20140817110650
702,9571,20140817175706
1940,8978,20140811131323
4645,10610,20140817140703
8998,782,20140811172621
139,7356,20140811160957
1560,10490,20140817163328
7248,4883,20140811134807
9524,7318,20140811160045
7820,8010,20140811104528
1128,6566,20140811125316
4967,4947,20140811105104
6127,1980,20140817112437
1178,4340,20140811160141
7828,10831,20140817125625
395,10918,20140811132315
3481,4610,20140811165047
5045,18,20140811124025
8014,9889,20140817130141
8561,8794,20140811120742
3772,10610,20140817165017
9449,9652,20140817165302
2658,4620,20140811165008
7054,7356,20140817123007
1885,549,20140817101222
2420,9328,20140811135025
402,7350,20140811112154
5963,3452,20140817155615
8553,9333,20140811191755
2899,9222,20140811165622
6359,7946,20140811103449
7632,4909,20140811102709
9446,11699,20140817190148
9309,3398,20140811115100
8608,8066,20140811111140
5944,11892,20140811114532
2320,9325,20140817172911
5808,5736,20140811151755
4873,6472,20140817152907
6004,8066,20140811102717
9433,7315,20140817180636
7126,3836,20140811142036
9429,3727,20140811114728
1702,3452,20140811123510
6887,6270,20140817154013
3168,3224,20140817112929
2027,5295,20140817110535
1324,8872,20140817185918
4617,9116,20140811184952
6718,6270,20140811172446
9476,6662,20140811145840
844,6054,20140811171735
8855,7318,20140817102930
8929,10510,20140817121542
7944,7942,20140817171105
9865,6270,20140811165400
3070,11635,20140811163823
68,5331,20140811114633
5209,5039,20140811111911
6621,7141,20140811144638
1589,9151,20140811130150
3457,8066,20140817103830
7953,9151,20140817162459
3121,7510,20140811104348
5531,11640,20140817125254
5505,3452,20140811171151
2342,9060,20140811175025
80,11910,20140811174712
6176,9116,20140817142550
1868,1765,20140811190113
7054,7942,20140811112530
3180,9298,20140811160259
2623,1689,20140811182602
6399,3864,20140811101844
6336,3885,20140817145259
293,7996,20140817114149
6522,537,20140817190726
908,5015,20140811110303
2998,3571,20140811140140
5619,4940,20140811151947
8167,7315,20140811155216
6720,3293,20140817141452
930,3536,20140811163723
4818,11531,20140811191746
4053,4883,20140817183859
6564,11894,20140811155147
3116,8860,20140817194112
8216,9596,20140811182149
5273,8860,20140811184522
8800,9151,20140811153105
1715,10503,20140811163544
2787,9069,20140811174618
2714,7932,20140811133533
3492,9596,20140817171341
5483,9130,20140817175643
3781,3416,20140811155958
150,5654,20140811132507
8246,7155,20140811101234
2030,6328,20140811172709
9112,4631,20140811131947
538,664,20140817120424
8893,7273,20140817190358
5704,9647,20140817153840
9372,7942,20140811125747
4566,7418,20140811114711
6568,3501,20140811175707
1354,7935,20140811115514
7843,3398,20140817105252
4076,9313,20140811175841
9048,4684,20140811143055
1627,782,20140811102616
5301,978,20140817133709
168,4966,20140811103708
1471,8860,20140811124316
3608,10413,20140817161909
751,9328,20140817161755
3912,6225,20140817165125
9071,9901,20140817134530
7379,5208,20140817170755
657,9151,20140817130715
4,3028,20140817120137
9260,4965,20140817113048
720,3771,20140811170852
7337,3028,20140811104600
6649,8015,20140817115805
2253,5295,20140811160905
8054,11538,20140817110800
6855,416,20140811163951
4899,9079,20140811192057
4100,5565,20140811142628
2256,6662,20140817111929
8917,11590,20140811121005
2041,9256,20140817113656
3457,978,20140817161307
4052,3864,20140811111921
312,9119,20140817190357
9021,8992,20140811165045
5831,3180,20140811153712
1503,10515,20140811101110
7785,1784,20140817101715
4990,664,20140811190837
2181,8978,20140817134523
9361,4631,20140811152527
2899,9222,20140817150710
3701,4937,20140811185527
3691,4631,20140811150926
4678,3028,20140811165329
2970,18,20140811141755
9839,9116,20140811115444
3609,8066,20140811113202
4490,5152,20140811112959
8370,181,20140811144926
6724,10939,20140817105708
5820,8979,20140817102850
4442,5764,20140817174641
4243,11282,20140811151623
3094,1814,20140811110214
8830,249,20140817101835
3029,4940,20140817182049
1305,5306,20140811183315
3163,7318,20140811173939
1344,11327,20140811165044
7963,7483,20140817161345
534,3773,20140811190940
2624,9015,20140817163721
1324,8872,20140817191956
2547,8709,20140811193109
8948,4940,20140811194530
1109,11512,20140811163737
5879,9604,20140811122455
3514,7310,20140817152357
5772,1156,20140817163927
5317,4829,20140811163047
1295,8860,20140811155511
8027,4862,20140811150449
1688,9222,20140811163707
58,3826,20140817193750
7221,3826,20140811135917
67,7318,20140811170143
7966,9072,20140811113623
1545,806,20140811144258
8871,10510,20140811185551
1151,3826,20140811182749
3819,9069,20140811100454
4982,11894,20140811103547
3287,6400,20140811114855
4405,9647,20140811164520
2929,3387,20140817174615
6969,4340,20140811144529
1167,4882,20140817174602
3190,11640,20140817192228
8014,9858,20140817124859
8227,8992,20140811171020
1676,10490,20140811134508
9708,11273,20140811173653
7723,12,20140817111140
7742,3073,20140817145632
7325,558,20140817144059
6856,4833,20140811103733
6523,9151,20140811132536
3833,418,20140811172711
5584,9292,20140811154533
5943,4671,20140811165438
5610,549,20140811162828
5761,9872,20140817150825
1634,11282,20140817132829
4664,4876,20140817130939
7305,549,20140811100828
395,5736,20140811104712
7616,9043,20140817181251
4085,10975,20140817160047
7209,10494,20140811180058
4921,10503,20140817163114
2996,7942,20140817182316
3116,1019,20140811104906
567,3053,20140817141808
344,10610,20140817134024
5497,10510,20140817103103
1117,6701,20140811151432
4605,9524,20140817140841
8681,7360,20140817100903
2699,6472,20140817104521
8635,9051,20140811115258
3008,4425,20140817185456
9911,9279,20140811113927
9093,11606,20140811104115
6086,12,20140811102229
5234,3180,20140817144052
7367,1822,20140817145755
3801,553,20140817121532
1842,8860,20140817153419
4188,9135,20140811104905
9051,4393,20140817114933
6923,11267,20140811180400
8514,4359,20140811175817
5547,11449,20140811161948
4536,6638,20140817181529
618,4851,20140811193454
9720,8066,20140817132017
5749,10772,20140811105307
2517,5257,20140817174545
2477,11011,20140811170641
909,8860,20140817120416
1456,8860,20140811161822
7379,5175,20140811121529
8700,11449,20140817124709
7705,7341,20140811105043
7061,8822,20140817102654
6239,10494,20140811160809
3763,6570,20140817174044
4473,5736,20140811173515
1095,9175,20140817162007
14,10774,20140811144946
7796,11512,20140811150459
2093,5417,20140817153817
9853,9251,20140817155242
5293,4909,20140811165559
9275,664,20140811100809
9933,18,20140817103201
9595,1019,20140811101406
7175,7942,20140817100927
6180,6662,20140811143513
1429,4340,20140811133725
4624,4883,20140817155422
7096,10759,20140817133042
7624,4883,20140811141358
3294,6270,20140811120313
6111,5257,20140817102813
969,11849,20140811165210
1866,4947,20140817130538
7944,7942,20140811105904
8125,1980,20140811143117
2025,429,20140817173637
9879,8920,20140811105625
991,6270,20140811153020
4060,9151,20140811102725
4350,11327,20140817111650
4578,8978,20140811112419
1900,1910,20140817194233
2038,10534,20140817192507
9860,8034,20140811164748
1272,1217,20140811192100
3957,9225,20140817144941
1121,11180,20140811111501
7766,5136,20140811164431
5172,9072,20140817101122
724,9034,20140811175909
2815,8723,20140817144658
5503,4937,20140811142119
7828,10831,20140817114013
2484,8467,20140817171234
2465,10610,20140817151656
1749,26,20140811142849
3208,5714,20140811110727
230,2155,20140817172618
7338,7932,20140817163516
8075,520,20140817175959
4852,1980,20140817121812
7747,9515,20140811121949
5140,4233,20140811175358
2878,9312,20140811120655
7725,1101,20140817100807
6376,9687,20140811191413
8213,9011,20140811154417
7048,11895,20140817174115
3165,9255,20140811142458
8600,9685,20140817174610
1954,9151,20140811132517
7520,9164,20140817193358
5700,3789,20140811182304
553,520,20140811140711
8815,9151,20140817181504
4674,4972,20140811101917
8656,9207,20140817133343
3004,9170,20140817121201
6124,7068,20140817121348
313,664,20140811163016
3843,10503,20140811101710
5833,549,20140811103639
2039,4848,20140811111608
9579,5331,20140811165643
2104,1101,20140817100219
3846,18,20140817123445
1685,416,20140811120757
46,9571,20140817185555
4181,9146,20140811153838
1514,5736,20140817172106
1470,8972,20140817134208
4625,4909,20140817182504
6826,9194,20140811102102
8776,9110,20140817181558
3382,7967,20140811113015
2011,9657,20140811110853
5184,18,20140817120401
1806,7399,20140817174938
8865,4671,20140811195648
9011,9057,20140811190243
5902,9310,20140811131357
4625,7310,20140817171027
5956,8860,20140811115041
9940,5736,20140811102225
2720,181,20140811163547
6249,9553,20140817103457
1747,5257,20140817191154
8606,4940,20140811152003
2683,1749,20140817161640
2244,7942,20140811165514
4629,3864,20140817112104
6859,9435,20140817132319
178,4909,20140817135232
5225,6638,20140811111338
9240,10991,20140817141659
4801,5175,20140817183140
5138,11050,20140817111952
8093,7330,20140817125603
9097,3452,20140817103931
2580,5736,20140817165907
7181,10887,20140811140433
8102,3212,20140811120559
8579,9647,20140817143406
8740,4909,20140817134330
2573,4883,20140811101229
1545,806,20140817164934
9762,9297,20140811142909
9476,6570,20140817141028
8020,3339,20140811185250
1232,2072,20140811124017
9698,4637,20140817145712
4250,782,20140811170324
3295,7977,20140817185653
5883,7510,20140811183050
7815,9151,20140811163916
835,9604,20140811105845
7279,3536,20140811185450
8562,11640,20140811191049
1123,8734,20140811173218
4148,6270,20140811124424
3906,9228,20140817160423
8243,6662,20140811150646
8439,3790,20140811121035
9642,5487,20140817102331
9274,9116,20140817175840
4756,6515,20140817172154
4605,9515,20140817171121
9457,7510,20140817175106
5907,8697,20140817125600
3963,9263,20140811111136
4286,9900,20140817105811
2121,1101,20140811185538
9824,9059,20140811130051
650,4883,20140811140228
7316,9604,20140817101402
1138,549,20140811131839
9042,5581,20140817143638
9385,26,20140811164641
797,9318,20140817181738
5301,8860,20140811102030
7667,7276,20140811175721
5755,9277,20140811124510
2918,11011,20140817153545
9402,3209,20140811140255
6812,3361,20140811130724
5145,9143,20140817155645
7046,3536,20140817181227
1437,7303,20140811172618
2186,5331,20140817124635
176,9151,20140817153118
6724,10939,20140817153310
4709,558,20140817124327
6825,11273,20140811141209
9231,9289,20140811190340
6801,2114,20140817141145
656,4617,20140811164605
2679,4534,20140811145526
4046,5028,20140811191251
8366,9116,20140817162653
1883,3109,20140817151919
6406,3073,20140817162339
7558,9901,20140811131550
3343,3164,20140817130501
9426,26,20140817194110
5827,6580,20140817164822
4312,6570,20140811134005
279,11565,20140811151622
9802,8697,20140811175633
2925,9072,20140817121755
5039,7942,20140817110552
9138,4966,20140811111715
8515,10503,20140817150205
7340,6662,20140817165909
9554,7483,20140817110647
3876,7315,20140811111517
1023,9900,20140811165303
3612,549,20140811182230
7708,9194,20140811125039
7217,553,20140817132039
3251,664,20140811163811
2169,10503,20140817145802
4876,3790,20140811121338
1567,11011,20140811115008
3956,3293,20140811164543
6053,9110,20140817134247
3076,9194,20140817115241
4056,10862,20140817110834
5088,9604,20140817112227
6767,4962,20140811102724
928,10503,20140817131637
5825,7244,20140817142457
689,8986,20140811174908
7419,9685,20140811101319
9916,12,20140811150129
4024,10813,20140817111517
842,6270,20140817150556
4797,10501,20140817162712
7791,9135,20140817130738
6577,553,20140817190251
1510,4549,20140811145507
3662,5669,20140811174719
5411,9588,20140811161250
3511,3864,20140817150908
7525,10503,20140817124114
5005,8860,20140811130306
6779,10503,20140811113736
8199,553,20140817143834
5072,6472,20140811153241
5220,8066,20140817115403
5985,1622,20140811110033
6162,10490,20140811134911
6902,7483,20140811113252
6591,3028,20140811102949
6234,10490,20140811184710
623,26,20140811182415
8172,3452,20140811171610
5037,7913,20140817150315
7043,7978,20140817171409
9002,5331,20140811100134
9030,9337,20140811142402
8093,7330,20140817130240
1564,1857,20140811111824
2429,9211,20140811180858
1376,8066,20140811194602
