USERID,BEGIN_TIME,STARTLONGITUDE,STARTLATITUDE,DURATION
3717,20140819193628,116.126670,38.982910,10
75,20140812144108,115.523920,38.855305,2
75,20140813101611,115.501240,38.837810,14
4534,20140813181435,115.476230,38.817330,11
3413,20140812111137,115.460205,38.850365,30
4710,20140812110519,115.490135,38.766407,18
9495,20140815131641,115.451960,38.764890,9
4726,20140815143057,115.462250,38.865200,30
5160,20140821154051,116.091095,39.547672,15
4545,20140815113821,115.292920,38.302700,6
3758,20140813125540,114.166440,38.863920,37
7888,20140814145718,116.191890,39.050990,3
4428,20140812164803,116.032104,39.107105,7
550,20140824102357,115.524050,38.890244,25
4746,20140811115210,116.032104,39.107105,32
4323,20140821100832,115.504420,38.864796,8
2552,20140820183837,115.505554,38.871113,7
2552,20140821132231,115.502010,38.860996,19
1723,20140811175146,115.510920,38.854305,13
9530,20140814170950,116.017360,39.471910,26
4745,20140811123133,115.483960,38.881090,33
4746,20140812143529,116.032104,39.107105,2
3951,20140820121459,115.351280,38.869130,18
9600,20140819113929,114.997200,38.564340,1
8577,20140815165723,115.478800,38.768784,17
948,20140815154717,115.362500,38.435300,33
9525,20140812103726,115.456310,38.783980,36
4580,20140811185314,115.462250,38.865200,9
4582,20140819110730,114.980830,38.515850,33
106,20140819130142,115.494100,38.863650,18
4552,20140814125845,115.485150,38.858080,31
5738,20140817132159,115.425070,38.808907,33
8588,20140820190304,115.362500,38.435300,17
4332,20140814150552,115.524050,38.890244,12
4332,20140822115642,115.524050,38.890244,12
4601,20140818174725,116.101280,38.971115,10
5545,20140815174227,115.462250,38.865200,10
4522,20140812140808,115.474800,38.860725,37
4534,20140815171649,114.895640,38.709427,11
7968,20140811153845,115.474800,38.860725,32
7966,20140813164952,115.538490,38.900780,9
7966,20140815163927,115.533050,38.882700,14
7967,20140822184541,115.461640,38.871180,33
7968,20140811160453,115.474800,38.860725,6
7968,20140813155943,115.474800,38.860725,14
7968,20140814122957,115.474800,38.860725,4
7968,20140817122520,115.477790,38.862610,1
5686,20140819132501,115.355580,38.757980,34
5686,20140820184345,115.349000,38.728000,26
5650,20140812172343,115.475400,38.910670,34
13,20140813110121,115.803850,39.261936,24
44,20140814181702,114.126030,38.701855,5
44,20140815113908,114.126030,38.701855,35
46,20140817185555,115.139330,38.717110,18
78,20140820142158,115.362220,38.671110,7
80,20140814160526,116.052040,39.477000,37
83,20140813120609,115.500760,38.905580,9
83,20140814163921,115.490770,38.901610,4
83,20140816173852,115.475450,38.899586,14
83,20140820152202,115.485360,38.903420,2
83,20140822154338,115.485360,38.903420,9
83,20140822161055,115.485360,38.903420,14
83,20140824124043,115.485360,38.903420,22
83,20140824163108,115.463060,38.900833,18
32,20140823142347,115.962420,39.496460,26
33,20140816143551,114.984200,38.507630,36
35,20140813121034,115.746210,38.681170,25
37,20140814152544,114.980830,38.515850,38
42,20140811163756,115.988220,39.388190,23
42,20140813143355,115.950470,39.410830,12
579,20140813180041,114.942010,38.741210,35
475,20140814170735,115.495834,38.890835,12
475,20140815184756,115.495834,38.890835,5
475,20140817120337,115.489120,38.889210,35
545,20140813132938,116.074100,39.137300,11
545,20140819160322,116.074100,39.137300,6
545,20140821141229,115.145256,38.846430,4
545,20140822175049,116.074100,39.137300,8
548,20140815131847,115.497280,38.771520,14
548,20140818132021,115.478800,38.768784,6
548,20140821112805,115.478800,38.768784,1
549,20140813112929,115.208340,38.813400,37
550,20140811115015,115.524050,38.890244,12
8733,20140815134750,116.043500,38.942800,36
4490,20140813110629,116.158330,38.971670,3
2270,20140824100839,116.092500,38.979443,36
4693,20140816143222,116.023140,39.104218,10
5437,20140817115626,115.525140,38.875996,31
9257,20140815112115,115.797120,38.726400,30
5375,20140824163634,115.636370,39.019120,27
4696,20140820174332,116.032104,39.107105,4
4696,20140823131841,116.033320,39.124860,32
4698,20140811174315,115.689700,38.363670,34
4699,20140815141946,116.023160,39.129814,17
7960,20140821160725,115.462250,38.865200,2
5369,20140813110533,115.970000,39.489445,19
5285,20140814102809,115.471940,38.838600,13
2228,20140812152633,115.468000,38.653280,38
29,20140811101134,116.011790,39.125270,32
30,20140820181045,115.481880,39.355500,15
1786,20140824183735,115.465140,38.883880,22
5317,20140822133031,115.502010,38.860996,30
5397,20140811172458,115.495100,39.349384,24
5398,20140818160457,115.000560,38.526110,16
4039,20140821164052,115.650010,39.020294,36
9603,20140816190956,115.873300,39.336300,36
9537,20140817165327,115.527440,38.918324,30
9512,20140811154330,116.036950,39.113420,35
9512,20140822131926,116.023160,39.129814,20
9515,20140812104337,116.015430,39.133500,5
9518,20140814125839,115.465140,38.883880,18
9520,20140814164012,115.484440,38.854717,3
9520,20140817192810,115.484440,38.854717,2
3628,20140812105352,115.461790,38.872110,11
3993,20140817103746,116.037920,39.133220,38
3634,20140817172708,116.105100,38.993700,15
5687,20140811102348,115.341010,38.969500,34
5650,20140817173520,115.466270,38.812340,9
13,20140814142938,115.877396,39.309998,34
44,20140813171930,114.126030,38.701855,13
77,20140814161123,115.606970,38.700410,16
77,20140817131438,115.606970,38.700410,19
78,20140813175101,115.362220,38.671110,25
78,20140816110206,115.362220,38.671110,14
111,20140814182152,115.712190,38.655630,23
83,20140811182818,115.429170,38.886390,12
83,20140823120842,115.497000,38.902000,16
32,20140811142938,115.962420,39.496460,30
114,20140813180924,115.145170,38.845770,32
37,20140812155705,114.963010,38.477500,30
40,20140816190514,114.746200,39.041150,17
578,20140815155844,114.934380,38.418520,37
579,20140811184008,114.942010,38.741210,30
579,20140812142637,114.860500,38.716034,4
579,20140812151713,114.942010,38.741210,6
545,20140811112201,116.074100,39.137300,32
545,20140815164509,116.074100,39.137300,12
545,20140816171618,116.052770,39.125510,14
545,20140819170516,116.074100,39.137300,14
545,20140822125655,115.490395,38.880974,4
548,20140816101412,115.490135,38.766407,6
548,20140819104358,115.478800,38.768784,12
548,20140819163602,115.478800,38.768784,4
548,20140824190551,115.478800,38.768784,17
550,20140812112205,115.524050,38.890244,14
550,20140815103251,115.524050,38.890244,12
550,20140818111320,115.524050,38.890244,11
581,20140824183534,114.975800,38.529880,30
7245,20140816184634,115.268180,39.322150,10
7211,20140813194851,115.551790,38.677170,6
9707,20140814193537,115.636370,39.019120,36
9709,20140812191847,115.460720,38.845780,32
7602,20140822142640,115.764240,38.689600,29
7969,20140822151730,114.974790,38.509630,30
4615,20140820191914,115.522370,38.671930,17
4778,20140816113706,115.922450,38.725056,29
3963,20140812130858,115.530600,38.854100,14
9273,20140811171040,115.462780,38.904900,34
4696,20140812121625,116.032104,39.107105,14
2150,20140812111846,115.418160,39.363945,12
23,20140813161408,115.224000,38.689200,14
4021,20140816152606,116.007260,39.484150,33
7222,20140815122952,115.472950,38.855860,18
7223,20140814154400,115.317474,38.421480,17
7202,20140813135430,115.325690,38.428684,25
7207,20140814182112,115.500790,38.831380,1
7207,20140818125351,115.504420,38.864796,11
7208,20140811121540,115.669440,38.827860,1
7209,20140812183327,115.460860,38.806420,3
7209,20140813172029,115.433030,38.652020,1
7209,20140816141203,115.487560,38.828770,36
7210,20140813141605,115.685280,38.730830,30
7127,20140812113939,116.002400,39.481100,36
7127,20140815102804,116.028060,39.482310,10
9526,20140822100109,115.461560,38.885170,25
9526,20140822195612,115.151085,38.707417,29
9526,20140823171112,115.473840,38.845000,36
9603,20140817111126,115.973040,39.496850,32
9603,20140823152928,115.973040,39.496850,17
9538,20140815112538,115.547780,38.912030,31
9510,20140821125313,115.502010,38.860996,28
9511,20140811110542,115.026940,38.821180,23
9511,20140812120222,115.513860,38.870018,9
9514,20140812184515,114.880700,38.691870,36
9514,20140813112849,114.898930,38.686000,1
9514,20140821111317,114.955360,38.734860,25
9515,20140811160252,115.418850,38.716740,34
7125,20140816102349,115.488050,38.853333,5
1296,20140816171828,115.333700,39.158700,13
1299,20140813135012,116.009990,39.489360,32
1300,20140819110338,116.009990,39.489360,18
1342,20140816144303,116.014850,39.483166,18
1303,20140811182201,115.458600,38.891510,32
1305,20140811183315,116.163600,39.001500,35
1347,20140819124523,116.033320,39.124860,26
1350,20140824123434,115.669440,38.827860,28
1350,20140824172649,115.744160,38.844166,24
1351,20140814133751,114.987650,38.743290,6
1351,20140824165640,114.975975,38.746124,21
1920,20140812141849,115.500000,38.819168,23
1922,20140824174305,115.800835,39.256668,18
1923,20140818134510,115.650010,39.020294,10
1923,20140819140537,115.636370,39.019120,18
1924,20140817131713,115.473840,38.845000,33
1906,20140811101406,115.474800,38.860725,34
1906,20140815162357,115.482320,38.840500,16
2008,20140815105859,115.131210,38.857502,33
1911,20140815152059,115.480560,38.875890,35
2042,20140824102048,115.385900,38.727800,36
2044,20140812183243,115.477680,38.796490,14
2046,20140813112627,115.327450,38.949883,33
2048,20140814104845,116.007260,39.484150,14
4325,20140815111259,115.366530,38.864400,5
4946,20140820175447,115.483055,38.865276,15
4954,20140812184653,115.462250,38.865200,11
5722,20140815123354,115.926330,38.933690,7
6630,20140823174228,115.316390,38.960000,20
6632,20140820185439,115.652000,39.049900,23
6301,20140815140610,116.033320,39.124860,8
6303,20140812154652,114.280030,38.809060,33
5730,20140811180138,115.551310,38.879630,12
5731,20140812131757,115.744170,38.844166,30
5731,20140822100919,115.669440,38.827860,35
6310,20140814120456,115.466270,38.812340,7
4959,20140821160030,115.464680,38.932940,35
5285,20140813110855,115.466230,38.822670,1
1224,20140815181258,116.007010,39.146435,8
7199,20140819185513,115.474770,38.874035,36
7211,20140820155334,115.454200,38.862713,29
7214,20140824181323,115.406100,38.820374,18
7217,20140814111356,115.489105,38.889362,4
7218,20140818142009,115.538490,38.900780,30
7221,20140816120615,115.444800,38.882800,5
7221,20140824162135,115.452720,38.888570,19
7205,20140812143348,114.971690,38.700420,33
7205,20140813152724,114.834900,38.832400,33
7207,20140811174051,115.491910,38.855470,35
7208,20140814121643,115.296670,38.869446,18
7208,20140823183255,116.107590,38.982056,21
7127,20140812191922,116.002400,39.481100,11
9533,20140819154054,114.960400,38.460320,27
9510,20140811143115,115.502010,38.860996,36
9511,20140823120800,115.519920,38.848160,26
9511,20140824112501,115.510920,38.854305,23
9512,20140814100957,116.028550,39.116623,2
9512,20140816174812,116.023160,39.129814,14
7108,20140822173314,116.023140,39.104218,27
7110,20140814111534,115.454170,38.881390,3
7112,20140812184909,115.139330,38.717110,29
7114,20140816120454,115.774700,38.680200,2
7118,20140817132758,115.988430,39.477250,32
7124,20140812174403,115.425070,38.808907,3
7124,20140816131502,115.477190,38.864160,8
1297,20140814110516,116.009990,39.489360,11
1297,20140821175308,116.007260,39.484150,28
1297,20140822143023,115.996290,39.482970,25
1300,20140813120815,116.020000,39.491700,9
1300,20140814151618,116.017360,39.471910,14
1343,20140812173457,115.780170,38.689960,24
1343,20140813193319,115.786940,38.696945,12
1343,20140814120609,115.770730,38.700172,3
1343,20140816110344,115.767510,38.694416,34
1343,20140824102634,115.744560,38.704357,23
1344,20140812124115,115.832650,39.281930,26
1304,20140812162455,114.194954,38.845020,4
1304,20140813154651,114.181960,38.852570,12
1304,20140817174628,114.187560,38.846970,14
1304,20140818170942,114.181960,38.852570,16
1304,20140820194242,114.181960,38.852570,22
1348,20140812173015,115.474360,39.340920,34
1349,20140811102438,115.862790,38.523410,30
1349,20140818103639,115.462250,38.865200,34
1349,20140819110012,115.862790,38.523410,30
1350,20140821105420,115.628010,38.852470,12
1350,20140821133609,115.744160,38.844166,7
1350,20140821181134,115.785220,38.855620,17
1902,20140820154110,115.437720,38.829872,31
1920,20140818112337,115.501240,38.837810,26
1923,20140814133630,115.637390,39.011734,11
1925,20140811123127,115.200840,38.465830,33
1925,20140813130548,115.200840,38.465830,37
1906,20140817180315,115.482320,38.840500,23
4957,20140818110600,115.538490,38.900780,33
2929,20140817174615,115.774700,38.680200,18
4793,20140816101212,115.877396,39.309998,23
4968,20140813143551,114.984200,38.507630,34
4972,20140816110701,115.198620,39.525640,34
4980,20140819165745,115.529010,38.868774,10
4984,20140819141844,115.505554,38.871113,37
4989,20140821131718,115.443810,38.909120,18
4990,20140815114453,115.459200,38.861110,32
4991,20140816125630,115.496120,38.865550,22
4994,20140820111022,114.674740,39.349720,14
4994,20140820192902,114.682290,39.358810,33
4995,20140814163834,115.474760,38.874035,14
4995,20140817193211,115.466230,38.822670,22
4997,20140824110256,114.964250,38.747580,29
4998,20140818153229,115.463060,38.900833,12
4998,20140822104701,115.468190,38.896760,22
4999,20140816124428,114.891940,38.726390,31
4999,20140819104156,114.969100,38.759970,27
1464,20140811162624,115.496750,39.354122,14
1464,20140822181949,115.447395,39.257725,28
1464,20140824160940,115.495260,39.359010,20
1467,20140814134456,115.431630,38.833170,25
1469,20140813172815,115.474170,38.881943,12
1469,20140816173308,115.462250,38.865200,10
1470,20140815155906,115.327990,38.403180,18
1471,20140812112329,115.327990,38.403180,6
1471,20140813191457,115.773060,39.236210,38
2202,20140823174437,115.460785,38.806390,38
2204,20140814151721,115.516000,38.812500,4
2204,20140820162342,115.489420,38.862667,2
2204,20140824121511,115.494774,38.861360,25
2205,20140812111119,115.452720,38.888570,24
2209,20140811144050,115.554970,38.873410,1
2210,20140815145617,115.381850,38.834840,3
2210,20140816133459,115.498400,38.868520,16
2210,20140816143038,115.498400,38.868520,38
2212,20140824114717,115.492546,38.867870,18
2213,20140820103934,115.613050,38.763890,33
4817,20140823184853,115.458800,38.827450,17
4818,20140819140638,116.011800,39.125298,8
4818,20140823191031,116.028580,39.229580,37
4820,20140817121421,115.461790,38.872110,19
4821,20140815134449,115.762780,38.684444,35
4822,20140820100404,115.454720,38.619450,18
4827,20140814185906,115.929570,38.926810,27
4829,20140811161810,116.016945,39.119720,35
4834,20140813132002,115.685010,39.095010,31
8411,20140815132320,115.478780,38.768790,8
1927,20140817124023,115.998710,39.493210,12
1927,20140818140932,115.998710,39.493210,14
1929,20140815135923,116.016945,39.119720,31
5480,20140817165951,116.166900,39.034750,2
7024,20140824131442,116.052770,39.125510,36
5487,20140821181603,114.973480,38.505108,23
8057,20140811153950,115.343280,38.842840,35
8412,20140818104846,115.319080,38.934155,16
5483,20140817180600,115.548540,38.898743,23
2072,20140815124645,115.643810,39.014640,34
4422,20140823115713,115.481880,39.355500,18
4534,20140824141803,115.466270,38.812340,25
3404,20140817122909,115.325690,38.428684,31
3416,20140813155456,116.019720,39.445690,14
1937,20140813104339,115.970000,39.489445,24
4709,20140817112403,115.533010,38.877500,33
5611,20140814102822,115.643810,39.014640,32
79,20140814141946,115.929570,38.926810,32
80,20140811174712,115.963090,39.407997,33
9495,20140814164722,115.462250,38.865200,6
1944,20140823103958,115.537600,38.856434,18
4729,20140818120906,115.452720,38.888570,30
4737,20140812110300,115.324220,38.971090,36
4738,20140815172530,115.775900,38.688683,11
9483,20140816130327,115.024920,38.477470,3
9487,20140814134548,115.444800,38.882800,29
545,20140824161911,116.074100,39.137300,17
4748,20140821103604,116.076670,39.494720,38
3957,20140817104448,115.491860,38.846817,10
9533,20140812103138,114.995056,38.513077,30
3960,20140813184917,114.969100,38.759970,36
3960,20140814170606,114.950300,38.761147,11
946,20140824161447,116.097370,38.977340,18
9669,20140823123258,115.385956,38.860718,36
4497,20140813192357,115.507250,38.851040,37
8579,20140811191043,114.973850,38.513950,7
8581,20140822171151,115.547780,38.912030,28
9525,20140821161504,115.082830,38.663630,21
4492,20140814114916,116.007260,39.484150,32
4671,20140823160403,114.936000,38.728400,21
4578,20140814131148,115.490395,38.880974,14
9498,20140816170157,115.486590,38.846410,1
9500,20140813194531,116.011800,39.125298,32
4540,20140812104858,115.320560,38.943610,33
4589,20140813122122,115.770600,38.685150,30
4589,20140818182341,115.762780,38.684444,26
9669,20140812133905,115.483490,38.889053,11
4546,20140815190422,116.097370,38.977340,30
8589,20140812184321,116.007260,39.484150,31
4597,20140822154009,115.786940,38.696945,25
5751,20140817172420,115.317474,38.421480,15
4534,20140813102459,115.466270,38.812340,1
7968,20140813115521,115.449100,38.826790,6
106,20140812182243,115.510120,38.865180,15
78,20140821172721,115.362220,38.671110,12
83,20140812123950,115.485360,38.903420,12
578,20140815170357,115.533860,38.867780,33
475,20140818184524,115.498090,38.887190,31
545,20140816184052,116.074100,39.137300,4
548,20140813144318,115.478800,38.768784,11
548,20140815111509,115.478800,38.768784,2
548,20140820151732,115.478800,38.768784,4
548,20140822160017,115.478800,38.768784,36
549,20140812145659,115.444500,38.818810,15
549,20140816131847,115.494064,38.881210,33
551,20140823172354,114.964720,38.520830,27
695,20140816151539,115.463010,38.891567,18
639,20140813110729,116.024310,39.112280,24
9852,20140823133359,115.479910,38.858900,36
6571,20140812143911,115.466270,38.812340,24
8738,20140815192913,116.037940,39.476960,11
6577,20140816135509,115.462250,38.865200,7
7551,20140815172042,116.024310,39.112280,38
7555,20140812120015,115.490395,38.880974,12
7555,20140814120856,115.488050,38.853333,1
9729,20140814152644,114.968660,38.741530,2
4491,20140811194557,115.644196,39.004790,36
5687,20140812110738,115.317550,38.946950,14
2261,20140815170445,115.706680,39.131180,6
2261,20140817162419,115.490524,38.756100,15
5420,20140817164151,115.792100,39.271900,5
5423,20140812175133,115.624985,39.023354,1
4595,20140818162416,115.125460,38.816776,40
2272,20140811160305,115.637390,39.011734,1
4693,20140820140912,116.023140,39.104218,1
4693,20140824172551,116.032104,39.107105,19
4016,20140817135639,115.491776,38.846930,23
4020,20140812122505,115.467224,38.830555,24
7960,20140822175420,115.462250,38.865200,38
7962,20140823110548,115.485040,39.345980,22
7964,20140822161907,115.467220,38.456670,24
20,20140811142959,115.502300,38.855972,2
21,20140818101747,115.457200,38.872000,14
5369,20140822120242,115.973620,39.451935,22
5370,20140814125512,114.640300,39.269010,5
7214,20140817181412,115.401050,38.856260,4
7217,20140815113142,115.491840,38.855520,8
7218,20140815112634,115.610000,38.994600,11
7218,20140816102605,115.480316,38.828710,34
7221,20140811183627,115.453070,38.850210,3
7221,20140814153426,115.442780,38.878613,13
7221,20140819180900,115.444650,38.891370,16
7223,20140813115536,115.326600,38.423500,12
7224,20140822163729,115.325690,38.428684,27
7201,20140816184221,115.465910,38.852830,33
7207,20140816134319,115.529010,38.868774,10
7208,20140815180236,115.143590,38.689710,29
7209,20140814180251,115.466330,38.812490,40
7210,20140815135727,115.770730,38.700172,38
7210,20140815183915,115.717710,38.715800,34
9509,20140824123051,115.459200,38.861110,23
9534,20140823105706,114.969100,38.759970,32
9603,20140816101605,116.001240,39.473800,40
9605,20140813151118,115.830960,38.529037,23
9511,20140815115813,115.502010,38.860996,2
9514,20140816151411,114.991100,38.751460,11
9514,20140821130715,114.964250,38.747580,21
4693,20140815142253,116.032104,39.107105,1
5543,20140815174329,115.327510,38.436980,35
3963,20140822110050,115.510120,38.865180,10
7959,20140813113431,115.500220,38.871563,1
7248,20140823192220,115.498400,38.868520,35
7199,20140812152206,115.460730,38.845634,9
7211,20140818104052,115.478800,38.768784,18
7213,20140816184548,115.454170,38.881390,30
7216,20140818100054,115.468190,38.896760,22
7221,20140814170408,115.442780,38.878613,13
7221,20140816172316,115.452720,38.888570,8
7221,20140822135204,115.448660,38.877914,39
7223,20140815173806,115.317510,38.421402,28
7200,20140818172925,114.991450,38.495700,10
7200,20140821165858,114.995056,38.513077,27
7286,20140813105059,115.746210,38.681170,30
7207,20140812132430,115.504870,38.825300,12
7207,20140812171414,115.535120,38.861240,10
7207,20140823142529,115.570010,38.880730,24
7208,20140811110831,115.524580,38.804466,36
7209,20140811180058,115.466330,38.812490,32
7127,20140814110906,116.026390,39.483890,11
7127,20140816183900,115.996290,39.482970,2
9509,20140812171118,115.495100,39.349384,14
9509,20140817130535,115.448660,38.877914,12
9525,20140816124256,115.496380,38.856920,29
7121,20140812105227,114.682500,39.358900,40
7125,20140812160609,115.459890,39.024690,1
7125,20140815182856,115.485090,39.027042,4
7125,20140818125308,115.485090,39.027042,36
1299,20140813180012,115.996290,39.482970,28
8895,20140813162819,116.132700,39.002250,3
3432,20140813114738,115.844170,38.693900,34
3439,20140816145903,115.762780,38.684444,2
3440,20140821154434,115.774700,38.680200,30
3447,20140817161357,115.474170,38.881943,11
2686,20140816114709,114.181960,38.852570,12
4513,20140815171909,115.498400,38.868520,6
1524,20140820174203,115.782670,38.622350,35
1528,20140818144704,115.497280,38.771520,31
1951,20140812101839,115.650200,39.017296,9
4485,20140815184217,115.429170,38.886390,16
3416,20140814152434,116.019720,39.445690,13
3382,20140815194608,115.475960,38.884710,5
180,20140818103940,115.477790,38.862610,8
181,20140816123120,115.770600,38.685150,33
8415,20140812112354,115.617590,39.323902,7
8419,20140819132806,115.441330,38.845640,14
3657,20140812181612,116.028060,39.482310,16
8632,20140811134612,114.566030,39.315740,36
8632,20140816150251,114.566030,39.315740,10
8666,20140811165708,116.166985,39.034653,17
8637,20140819162453,115.336235,39.013660,2
8641,20140813145745,115.433716,38.862300,11
8644,20140822165844,114.681110,39.342220,11
8646,20140819132548,116.032104,39.107105,2
8652,20140811122003,115.642700,39.026800,33
8610,20140823153453,115.144400,38.706250,23
8612,20140817150914,115.797120,38.726400,36
8612,20140822190121,115.762780,38.684444,32
8613,20140818130547,115.487560,38.828770,9
1592,20140820152216,115.322480,38.405500,26
8869,20140816164456,115.326600,38.423500,24
8870,20140812191945,115.490135,38.766407,3
8870,20140818113627,115.507250,38.851040,10
8871,20140811185551,115.744160,38.844166,25
8871,20140817152203,115.716510,38.826890,13
8871,20140819161319,115.785220,38.855620,8
8873,20140814184457,115.984200,39.482200,30
8881,20140811151119,115.005180,38.521595,35
8885,20140822173521,115.500790,38.831380,23
8891,20140811181235,116.103450,38.991140,3
8891,20140815162845,116.101280,38.971115,13
8891,20140817160856,116.093180,38.987774,8
8891,20140823104731,116.093180,38.987774,31
8893,20140815145304,115.444050,38.859260,25
8896,20140813103807,116.049950,38.974050,34
8897,20140816130224,116.009990,39.489360,36
3432,20140815123249,115.844170,38.693900,38
3435,20140811172903,116.015000,39.483200,1
3435,20140813184128,115.996290,39.482970,12
3435,20140816170738,116.015000,39.483200,9
3435,20140819165854,115.989820,39.487380,11
3438,20140822143602,115.973620,39.451935,26
3439,20140816112606,115.733120,38.607910,7
3439,20140817160443,115.746210,38.681170,31
3440,20140814123744,115.773250,38.675400,30
1736,20140814185127,115.482320,38.840500,38
3834,20140814190913,115.448920,38.877880,40
6904,20140814183328,115.485100,39.345900,30
8003,20140811110445,115.486780,38.844566,24
3838,20140816102802,115.158340,38.714672,33
2686,20140823140241,114.181960,38.852570,17
5468,20140815125424,115.151085,38.707417,32
1946,20140822171715,115.497000,38.902000,21
1951,20140820175343,115.650200,39.017296,36
4753,20140817163138,115.962870,39.483630,19
4557,20140816131046,115.456360,38.858550,2
3419,20140813103011,115.494100,38.863650,14
480,20140816141051,114.181960,38.852570,33
342,20140816193914,115.711784,38.655212,30
352,20140812161254,115.989820,39.487380,34
7888,20140817144409,115.456310,38.783980,12
3358,20140812162109,116.107590,38.982056,7
3088,20140813142141,115.490570,38.796590,17
3092,20140815174830,115.491860,38.846817,34
3092,20140816184925,115.482320,38.840500,26
3094,20140816134508,115.462950,38.817400,15
3156,20140811173917,115.926330,38.933690,36
3156,20140813134627,115.931790,38.943886,11
3157,20140812165359,115.811540,39.266130,30
3158,20140811132624,115.916930,38.922840,33
3164,20140813125702,115.475400,38.910670,12
3164,20140814155240,115.445720,38.874172,2
3167,20140820172006,115.320560,38.416110,32
3167,20140821160852,115.333930,38.409420,29
3169,20140813132057,115.452720,38.888570,33
3177,20140813101959,115.461945,38.858334,3
3179,20140822123527,115.513430,38.874004,37
3186,20140814144658,116.026390,39.483890,13
3187,20140821132150,116.034150,39.500730,35
3188,20140812153632,116.009990,39.489360,40
3190,20140822122345,115.406100,38.820374,18
3191,20140823173512,116.027390,39.488827,33
3192,20140821175502,115.208340,39.082500,36
3193,20140814123035,115.744160,38.844166,6
3193,20140815102813,115.496390,38.856945,14
4565,20140812164417,115.488050,38.853333,34
4565,20140812183127,115.488050,38.853333,13
4565,20140818141612,115.480510,38.875893,3
4566,20140813101305,114.699340,39.361580,3
4566,20140817171330,114.699340,39.361580,34
4567,20140815110044,114.685524,39.352554,14
4269,20140812143154,115.475555,38.869720,8
4269,20140814111107,115.474170,38.881943,13
4270,20140819154711,115.475400,38.910670,34
4271,20140822142726,114.975800,38.529880,25
4263,20140812161901,114.709190,39.239470,33
4264,20140815120255,115.489105,38.889362,18
4287,20140814144423,115.756200,38.644000,2
4206,20140821160756,114.566030,39.315740,27
4292,20140811181757,115.467600,39.319350,30
4210,20140822165517,115.479920,38.856680,35
7492,20140823174646,115.461930,38.858273,23
7497,20140812161340,115.462250,38.865200,10
7497,20140812183107,115.458800,38.827450,10
7497,20140816141111,115.456665,38.852787,29
7504,20140815140253,114.942010,38.741210,32
5846,20140811162933,115.570620,38.821823,9
5859,20140818185813,115.566450,38.870285,34
8375,20140813140522,114.674740,39.349720,14
8375,20140814115848,114.674740,39.349720,13
8375,20140815134957,114.674740,39.349720,14
8375,20140820142411,114.674740,39.349720,6
8379,20140816115627,116.088210,38.982037,30
8381,20140822162534,115.519480,38.864250,33
8386,20140817125529,115.323845,38.300650,26
9608,20140811135921,115.535120,38.861240,1
9608,20140812103225,115.535120,38.861240,14
9608,20140812132055,115.527220,38.860558,1
9608,20140812174946,115.535120,38.861240,1
6798,20140822171838,115.490135,38.766407,26
6799,20140823142312,115.326600,38.423500,21
8631,20140811142849,115.502300,38.855972,39
8631,20140815123214,114.798730,38.642130,32
8633,20140811151114,115.460785,38.806390,34
8637,20140814171236,115.343890,38.997780,9
8641,20140814103214,115.454720,38.865010,30
8645,20140817145131,116.074100,39.137300,11
8870,20140823103501,115.465200,38.772743,21
8871,20140812181822,115.770350,38.855370,11
8881,20140812185839,114.953440,38.505340,24
8884,20140814173637,114.634000,38.576700,4
8884,20140816132838,115.126100,38.851090,1
8887,20140817140852,114.782300,39.326780,22
8891,20140822124721,116.093180,38.987774,5
8895,20140816100325,116.132700,39.002250,38
8896,20140814110739,116.049950,38.974050,38
3435,20140817180330,115.984200,39.482200,13
3438,20140818175117,115.968540,39.460260,30
3440,20140814140940,115.774700,38.680200,10
3440,20140823173937,115.774700,38.680200,26
3443,20140813100905,116.097370,38.977340,12
3443,20140813143153,116.097370,38.977340,1
3446,20140816115656,115.685280,38.730830,25
3451,20140820155924,115.568886,38.873480,9
3453,20140824152958,115.511110,38.878613,26
3455,20140813170445,115.500790,38.831380,6
8011,20140811112611,115.491910,38.855470,3
1952,20140817164732,115.462250,38.865200,33
4555,20140821101635,116.017360,39.471910,7
4557,20140815134007,115.456360,38.858550,1
477,20140822101533,115.610000,38.994600,27
481,20140812105637,115.547780,38.912030,32
343,20140812191836,115.770600,38.685150,14
3657,20140811182641,116.034150,39.500730,34
8426,20140814153454,115.322480,38.405500,24
7887,20140812164443,115.322480,38.405500,13
7892,20140815171004,115.087320,38.855408,11
2822,20140818124756,115.443440,38.865097,10
9944,20140817122259,115.716710,38.918010,18
9865,20140823140547,116.016945,39.119720,37
8891,20140822145825,116.093180,38.987774,10
2828,20140811164139,115.472970,38.855860,33
2829,20140817174934,115.458694,38.894115,28
3376,20140813102835,115.483490,38.889053,9
3376,20140818145139,115.483490,38.889053,34
2948,20140815142756,116.015740,39.133980,15
2954,20140816135143,115.832650,39.281930,30
3156,20140816165431,115.857990,38.887340,1
3156,20140819141847,115.926330,38.933690,4
3158,20140817151845,115.812225,38.866390,18
3159,20140814134713,116.033320,39.124860,5
3169,20140814131315,115.456420,38.686870,18
3176,20140814102412,115.480510,38.875893,23
3181,20140811155159,116.050650,39.114310,32
3181,20140812111016,116.032130,39.107070,4
3181,20140815192015,116.050650,39.114310,1
3190,20140820131952,115.097730,38.803040,38
3191,20140823142642,116.027390,39.488827,36
3702,20140824103622,115.444500,38.818810,21
