ARRIVAL_TIME,USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING,user_lon,user_lati,DURATION,SHOPID,shop_lon,shop_lati,class,train
20140815131649,380,2,1,0,1,5,115.436900,38.886130,30,7310,115.441688,38.887165,8,"1"
20140815131656,2036,2,2,0,1,5,116.034150,39.500730,18,7524,116.038246,39.504066,5,"1"
20140815131734,711,2,1,1,2,7,115.320560,38.416110,18,8058,115.334460,38.424135,1,"1"
20140815131807,9683,2,6,0,1,5,116.010000,39.489400,16,181,116.019704,39.490626,8,"1"
20140815131843,3463,2,3,1,2,8,115.461640,38.871180,32,635,115.474184,38.877637,3,"1"
20140815131847,9154,2,1,1,2,7,115.495310,39.358770,26,4673,115.501337,39.361637,6,"1"
20140815131913,8815,2,1,1,2,7,115.444050,38.859260,16,4937,115.475599,38.875853,6,"1"
20140815132017,4178,2,1,1,2,2,115.385770,38.860806,18,9069,115.397364,38.869469,1,"1"
20140815132108,7616,1,2,0,1,6,115.556420,38.930958,36,659,115.651984,39.026130,3,"1"
20140815132136,9469,2,4,0,1,6,115.460720,38.845780,34,664,115.474703,38.851994,9,"1"
20140815132138,3262,3,3,0,1,9,115.762780,38.684444,36,3427,115.763993,38.687933,6,"1"
20140815132138,5598,2,1,1,2,7,115.476000,38.726600,29,9315,115.506481,38.822759,1,"1"
20140815132139,8273,3,3,0,1,9,115.489420,38.862667,33,4836,115.501859,38.865614,6,"1"
20140815132140,8107,2,1,1,2,7,114.995100,38.513100,18,8697,114.997979,38.515228,1,"1"
20140815132154,9232,2,1,1,2,7,115.929570,38.926810,37,10610,115.932048,38.928977,1,"1"
20140815132255,7809,2,1,1,2,2,115.320560,38.416110,19,8066,115.325939,38.422220,1,"1"
20140815132258,4620,2,1,1,2,7,115.157040,38.898643,16,10402,115.258256,38.899395,1,"1"
20140815132324,1577,2,2,0,1,5,115.926010,38.924100,29,5168,115.940429,38.935727,6,"1"
20140815132342,9194,2,1,1,2,7,115.482080,38.899510,29,4965,115.485346,38.901599,6,"1"
20140815132400,2314,3,3,0,1,9,115.452740,38.908540,34,4909,115.458294,38.912464,6,"1"
20140815132406,9317,2,1,1,2,7,115.047960,38.492943,30,8743,115.071984,38.501971,1,"1"
20140815132503,999,3,3,0,1,9,116.002060,39.169730,35,6312,116.015654,39.174730,6,"1"
20140815132512,1086,2,1,1,2,2,115.281230,38.949070,33,9310,115.335433,38.960063,1,"1"
20140815132549,3956,2,6,0,1,5,115.488140,38.853460,30,4853,115.504779,38.864687,6,"1"
20140815132637,9479,2,6,0,1,5,115.460860,38.806420,25,7987,115.461354,38.831557,8,"1"
20140815132722,5615,2,1,0,1,5,115.442650,39.040085,33,7356,115.451286,39.067475,8,"1"
20140815132810,7899,2,1,1,2,7,115.465140,38.883880,23,4883,115.466324,38.884244,6,"1"
20140815132825,5759,2,1,1,2,2,114.945300,38.297860,33,8730,115.132188,38.351314,1,"1"
20140815132837,943,1,1,1,2,1,115.357040,39.010620,33,9147,115.363791,39.014231,3,"1"
20140815132843,3799,3,1,0,1,6,115.513430,38.874004,37,5015,115.516608,38.882454,6,"1"
20140815132852,2094,2,6,0,1,5,115.926830,39.088200,17,11535,116.034024,39.112162,1,"1"
20140815132856,466,1,1,1,2,1,115.312900,38.974020,34,9147,115.363791,39.014231,3,"1"
20140815132902,930,2,2,0,2,4,115.483060,38.865170,26,4833,115.494334,38.866597,6,"1"
20140815132928,4550,3,3,0,1,9,115.180560,38.723070,17,1784,115.219970,38.746856,6,"1"
20140815132934,3918,2,1,1,2,7,115.106870,38.700850,37,3148,115.155576,38.713206,6,"1"
20140815132934,5514,2,2,0,1,5,115.746210,38.681170,18,3427,115.763993,38.687933,6,"1"
20140815133000,5609,2,1,1,2,7,115.759010,38.695900,32,9896,115.801602,38.696199,1,"1"
20140815133005,7063,2,1,1,2,7,115.326584,38.423390,32,8042,115.352786,38.430587,1,"1"
20140815133224,5532,1,2,0,1,5,114.722534,39.360270,40,10918,114.722639,39.371204,1,"1"
20140815133226,6952,3,3,0,1,9,116.043490,38.942830,26,5324,116.048929,38.962805,6,"1"
20140815133250,8945,2,1,1,2,7,116.033320,39.124860,17,11512,116.068080,39.126298,1,"1"
20140815133303,5452,2,1,1,2,2,115.436570,38.964630,32,9255,115.442699,39.021680,1,"1"
20140815133304,8842,2,6,0,1,5,115.490395,38.880974,25,7977,115.490966,38.883015,8,"1"
20140815133312,4458,3,3,0,1,9,115.918785,38.933010,18,5175,115.924036,38.933573,6,"1"
20140815133317,8440,2,1,1,2,7,115.073540,38.849160,34,10408,115.113529,38.872159,1,"1"
20140815133346,7507,2,6,0,1,5,115.488050,38.853333,17,3813,115.493206,38.865438,6,"1"
20140815133408,4368,2,1,1,2,7,115.443440,38.865100,17,4848,115.474446,38.873690,6,"1"
20140815133424,5262,3,3,0,1,9,116.027830,39.465270,25,6581,116.032988,39.484633,6,"1"
20140815133519,4768,2,6,0,1,5,115.490770,38.901610,38,7315,115.497418,38.903157,8,"1"
20140815133600,9874,2,1,1,2,7,116.090670,38.996610,18,10782,116.099203,39.000381,1,"1"
20140815133607,6824,2,2,0,1,5,116.007260,39.484150,17,6580,116.022641,39.487278,6,"1"
20140815133634,900,2,1,1,2,7,115.214950,38.889980,31,10402,115.258256,38.899395,1,"1"
20140815133645,8777,2,6,0,1,5,115.472970,38.855860,39,7966,115.487004,38.865052,8,"1"
20140815133659,4284,2,1,1,2,2,116.047660,39.463300,32,11883,116.090863,39.488914,1,"1"
20140815133659,6372,3,3,0,1,9,115.478800,38.768784,27,1930,115.485420,38.770658,6,"1"
20140815133703,7248,2,1,1,2,7,115.465140,38.883880,35,4883,115.466324,38.884244,6,"1"
20140815133711,7293,2,1,1,2,7,115.688890,38.574440,37,9952,115.927633,38.587874,1,"1"
20140815133721,5792,2,1,1,2,7,115.125460,38.816776,36,4325,115.151322,38.843108,6,"1"
20140815133737,2189,2,1,1,2,7,114.971690,38.700420,26,9496,114.987419,38.729941,1,"1"
20140815133739,9454,3,3,0,1,9,115.128110,38.709904,17,1749,115.139205,38.712009,6,"1"
20140815133804,3694,1,2,1,1,5,115.474760,38.874035,27,535,115.495238,38.887691,8,"1"
20140815133829,2663,2,1,1,2,7,115.454544,38.896810,38,4996,115.475153,38.898328,6,"1"
20140815133834,3511,2,1,1,2,7,115.000175,38.504590,38,8846,115.002446,38.506044,1,"1"
20140815133849,3976,2,2,1,2,2,115.475000,38.764250,25,9687,115.490459,38.770911,1,"1"
20140815133855,2966,2,1,1,2,7,115.078420,38.473190,23,8731,115.099068,38.495399,1,"1"
20140815133904,6390,2,1,1,2,7,115.502790,38.885120,36,9200,115.612126,38.890191,1,"1"
20140815133923,7584,2,1,1,2,7,115.483960,38.881090,30,9230,115.486309,38.888267,1,"1"
20140815133950,7296,2,1,1,2,2,116.052770,39.125510,31,11512,116.068080,39.126298,1,"1"
20140815134017,2721,2,1,1,2,7,115.353520,39.356790,23,4610,115.375395,39.364182,6,"1"
20140815134017,8720,2,1,1,2,2,116.106580,39.022550,31,10747,116.117494,39.028366,1,"1"
20140815134100,4844,2,1,1,2,7,115.986010,38.922280,26,10576,115.999187,38.929791,1,"1"
20140815134103,6666,1,2,1,1,5,115.636370,39.019120,35,7942,115.662431,39.027490,8,"1"
20140815134138,2107,2,1,1,2,7,116.027830,39.465270,37,11180,116.039080,39.475158,1,"1"
20140815134207,6299,2,1,1,2,2,115.348130,38.938976,38,9124,115.351477,38.948664,1,"1"
20140815134238,4280,1,2,1,1,5,115.468710,38.867870,17,520,115.475228,38.868683,8,"1"
20140815134241,6347,2,1,0,1,5,115.643810,39.014640,17,10503,115.649831,39.017090,1,"1"
20140815134321,7425,2,1,1,2,7,115.373610,38.593330,26,3293,115.448365,38.602877,6,"1"
20140815134349,9491,2,1,1,2,7,115.322480,38.405500,35,8972,115.333775,38.408048,1,"1"
20140815134408,8578,2,6,0,1,5,115.513860,38.870018,34,9009,115.515566,38.877988,1,"1"
20140815134441,544,2,1,1,2,7,115.460720,38.845780,38,9151,115.461327,38.853202,1,"1"
20140815134449,4821,2,1,1,2,7,115.762780,38.684444,35,3452,115.767919,38.685117,6,"1"
20140815134453,8260,1,2,1,1,5,115.511505,38.901880,22,9156,115.516941,38.907292,1,"1"
20140815134501,2703,3,3,0,1,9,115.489460,38.862690,33,4853,115.504779,38.864687,6,"1"
20140815134502,6776,2,1,1,2,7,115.451510,38.854790,24,10490,115.472688,38.857579,1,"1"
20140815134547,5893,2,1,1,2,2,115.409900,38.825700,33,648,115.453042,38.835161,1,"1"
20140815134653,7015,2,1,1,2,7,115.981390,39.236942,23,6445,116.040863,39.265027,6,"1"
20140815134659,3656,2,1,0,1,5,115.656900,39.026500,33,7942,115.662431,39.027490,8,"1"
20140815134750,5892,2,6,0,1,5,116.032130,39.107070,38,6270,116.033138,39.124422,6,"1"
20140815134750,8733,2,6,0,1,5,116.043500,38.942800,36,7404,116.103310,38.988631,8,"1"
20140815134759,8739,1,2,1,1,5,115.656944,39.026390,30,7942,115.662431,39.027490,8,"1"
20140815134802,3737,2,1,0,1,5,115.285010,38.556950,36,7741,115.298566,38.558650,8,"1"
20140815134822,93,2,1,0,1,5,115.422930,38.875460,24,7310,115.441688,38.887165,8,"1"
20140815134823,5919,2,2,0,1,5,115.957910,38.639580,19,7855,116.229686,38.694347,8,"1"
20140815134824,8462,2,4,0,1,6,115.519920,38.848160,36,7318,115.532990,38.877236,8,"1"
20140815134839,9123,2,1,1,2,7,115.466270,38.812340,36,10494,115.474694,38.814135,1,"1"
20140815134845,7641,2,1,0,1,5,115.658490,38.944560,17,7942,115.662431,39.027490,8,"1"
20140815134900,3249,2,1,1,2,7,115.448920,38.877880,20,9222,115.456438,38.885655,1,"1"
20140815134904,9192,2,1,1,2,7,115.579940,39.358036,31,4617,115.601705,39.359503,6,"1"
20140815134929,2046,2,1,0,1,5,115.314064,38.950706,29,655,115.334605,38.955987,3,"1"
20140815134949,2120,3,1,0,1,6,116.027830,39.465270,18,11180,116.039080,39.475158,1,"1"
20140815135002,2981,1,2,1,1,5,115.532720,38.846070,35,9303,115.563243,38.922893,1,"1"
20140815135028,4615,2,1,1,2,7,115.468810,38.754360,36,1930,115.485420,38.770658,6,"1"
20140815135036,1368,1,2,1,1,5,115.553750,38.865150,22,9014,115.586262,38.883114,1,"1"
20140815135053,1791,1,2,0,1,6,114.895400,38.516280,36,7597,115.002852,38.520112,8,"1"
20140815135058,761,2,7,0,2,8,115.442210,38.813900,36,9090,115.490944,38.821620,1,"1"
20140815135123,7996,1,2,1,1,5,115.623090,39.008900,26,9332,115.649561,39.015654,1,"1"
20140815135125,1685,2,2,0,1,5,115.774700,38.680200,38,3416,115.782094,38.680758,6,"1"
20140815135138,2003,2,1,1,2,7,115.308136,38.424520,16,1019,115.327492,38.428806,6,"1"
20140815135139,5286,2,1,1,2,7,115.953930,39.483498,26,11849,116.007795,39.488851,1,"1"
20140815135204,2340,2,1,1,2,7,115.510100,38.892100,16,9211,115.512079,38.892999,1,"1"
20140815135204,8546,2,1,1,2,7,115.490524,38.756100,29,3209,115.497197,38.759771,6,"1"
20140815135219,8557,2,2,0,1,5,115.468710,38.867870,38,520,115.475228,38.868683,8,"1"
20140815135237,3732,2,1,1,2,7,115.134120,38.699980,23,1869,115.152103,38.711524,6,"1"
20140815135257,1401,2,1,0,1,5,115.327450,38.949883,35,549,115.332913,38.954241,8,"1"
20140815135317,8599,2,6,0,1,5,115.510100,38.892100,36,9155,115.524653,38.902750,1,"1"
20140815135326,3998,3,3,0,1,9,115.308136,38.424520,34,1019,115.327492,38.428806,6,"1"
20140815135401,8042,3,3,0,1,9,115.981400,39.477400,27,6570,116.007014,39.482510,6,"1"
20140815135404,5377,2,1,1,2,7,114.748690,38.854320,22,4234,114.761907,38.857614,6,"1"
20140815135421,1095,1,2,1,1,5,115.563500,39.033300,32,8015,115.651560,39.035512,8,"1"
20140815135423,9557,2,6,0,1,5,115.454720,38.865000,34,9164,115.461687,38.865761,1,"1"
20140815135439,9050,2,2,1,2,2,114.970280,38.442500,34,8829,114.998107,38.494813,1,"1"
20140815135525,8841,2,2,0,1,5,115.996290,39.482970,18,6638,116.000661,39.488712,6,"1"
20140815135542,780,3,3,0,1,9,115.998770,39.493130,33,7163,116.005168,39.497217,6,"1"
20140815135550,9682,2,1,1,2,7,115.325690,38.428684,22,1019,115.327492,38.428806,6,"1"
20140815135553,9618,2,1,1,2,2,115.643810,39.014640,31,10503,115.649831,39.017090,1,"1"
20140815135609,4149,2,1,1,2,7,115.407970,39.220210,31,4637,115.412423,39.227726,6,"1"
20140815135611,337,2,1,1,2,7,116.033680,39.151375,35,6133,116.056978,39.153001,6,"1"
20140815135637,2023,3,3,0,1,9,115.775900,38.688683,29,3536,115.779776,38.689377,6,"1"
20140815135645,3905,2,6,0,1,5,115.474360,39.340920,24,4499,115.493409,39.352647,6,"1"
20140815135658,587,2,1,1,2,7,115.401050,38.856260,33,9079,115.406217,38.870804,1,"1"
20140815135702,7402,2,1,1,2,7,115.317474,38.421480,37,8860,115.335131,38.424071,1,"1"
20140815135706,7232,2,2,0,1,5,115.474800,38.860725,19,4972,115.475973,38.882573,6,"1"
20140815135719,2034,2,7,0,2,8,115.468010,38.653280,33,3339,115.474299,38.654206,6,"1"
20140815135727,7210,2,2,0,1,5,115.770730,38.700172,38,3469,115.781371,38.706456,6,"1"
20140815135756,6061,2,1,1,2,7,115.551790,38.677170,29,9646,115.566510,38.679885,1,"1"
20140815135759,1844,3,3,0,1,9,116.017360,39.471910,38,7231,116.017848,39.482043,6,"1"
20140815135820,8562,2,1,1,2,7,116.037920,39.133220,38,11759,116.042934,39.136891,1,"1"
20140815135923,1929,2,1,1,2,7,116.016945,39.119720,31,6270,116.033138,39.124422,6,"1"
20140815135928,8745,2,1,1,2,2,114.722534,39.360270,38,10918,114.722639,39.371204,1,"1"
20140815135929,2665,3,3,0,1,9,115.490135,38.766407,33,3232,115.492579,38.770419,6,"1"
20140815135937,8447,2,6,0,1,5,115.320560,38.416110,34,8066,115.325939,38.422220,1,"1"
20140815140030,2014,2,1,1,2,2,114.972040,38.745380,29,9467,114.973772,38.750887,1,"1"
20140815140048,7155,2,1,1,2,7,116.032104,39.107105,24,11640,116.036574,39.111189,1,"1"
20140815140136,9651,2,2,0,1,5,115.767500,38.694300,25,7786,115.777256,38.695467,8,"1"
20140815140217,677,1,2,1,1,5,115.444050,38.859260,25,8986,115.466368,38.883149,1,"1"
20140815140253,7504,3,3,0,1,9,114.942010,38.741210,32,3127,114.963891,38.746715,6,"1"
20140815140302,9087,3,3,0,1,9,114.980430,38.742750,32,3028,114.988304,38.750366,6,"1"
20140815140326,6223,2,2,0,1,5,116.092500,38.979443,28,5331,116.104496,38.981052,6,"1"
20140815140331,5230,2,1,1,2,2,115.922450,38.725056,16,9824,115.939953,38.734255,1,"1"
20140815140336,2416,2,1,1,2,7,115.460730,38.845634,30,9151,115.461327,38.853202,1,"1"
20140815140419,9153,2,1,1,2,7,115.565834,38.942500,27,5099,115.832227,38.982265,6,"1"
20140815140424,9836,2,1,1,2,7,115.354010,39.356800,26,4610,115.375395,39.364182,6,"1"
20140815140426,4376,2,1,1,2,2,115.381850,38.834840,25,648,115.453042,38.835161,1,"1"
20140815140444,3293,2,1,1,2,2,115.475557,38.869708,19,9019,115.484323,38.879483,1,"1"
20140815140444,5660,3,3,0,1,9,115.126100,38.851090,38,4306,115.130880,38.855513,6,"1"
20140815140445,8429,3,3,0,1,9,116.029890,39.178616,24,7242,116.042813,39.397988,6,"1"
20140815140451,3019,2,1,1,2,7,116.032130,39.107070,17,6157,116.037279,39.107087,6,"1"
20140815140500,6441,2,1,1,2,7,116.002400,39.481100,34,11894,116.007014,39.482510,1,"1"
20140815140553,1534,2,1,1,2,7,115.011780,38.499870,17,8842,115.013596,38.522631,1,"1"
20140815140635,5264,2,2,0,1,5,115.454170,38.881390,34,5025,115.461244,38.883380,6,"1"
20140815140646,2378,2,1,1,2,7,115.456310,38.783980,33,3765,115.456509,38.896109,6,"1"
20140815140652,8921,2,6,0,1,5,115.473840,38.845000,31,7299,115.486744,38.864616,8,"1"
20140815140653,6671,1,2,1,1,5,115.449100,38.826790,33,7987,115.461354,38.831557,8,"1"
20140815140654,2223,2,1,1,2,7,115.497190,38.771620,34,1901,115.497261,38.774667,6,"1"
20140815140706,2133,2,1,1,2,7,115.483490,38.889053,33,9194,115.483595,38.889103,1,"1"
20140815140830,1100,2,1,1,2,7,115.472970,38.855860,32,4848,115.474446,38.873690,6,"1"
20140815140842,3958,2,6,0,1,5,115.465910,38.852830,18,9023,115.476652,38.854699,1,"1"
20140815140905,8077,2,6,0,1,5,116.079445,39.268890,31,11545,116.089818,39.275536,1,"1"
20140815140918,6107,2,1,1,2,7,114.969100,38.759970,32,3109,114.970475,38.768774,6,"1"
20140815140932,5389,2,1,1,2,7,115.455760,38.902920,26,9265,115.510989,38.904673,1,"1"
20140815141000,6384,3,3,0,1,9,115.455765,38.902897,22,4985,115.507041,38.904645,6,"1"
20140815141001,3776,2,1,1,2,7,115.471960,38.392160,33,8068,115.483362,38.397056,1,"1"
20140815141010,4703,3,3,0,1,9,115.491670,38.500280,31,3842,115.495993,38.865213,6,"1"
20140815141025,2448,2,6,0,1,5,115.461640,38.871040,34,11393,115.805808,39.266849,1,"1"
20140815141042,6429,2,1,1,2,2,115.474800,38.860725,37,9170,115.476874,38.862256,1,"1"
20140815141043,7371,3,3,0,1,9,115.121650,38.842450,31,4340,115.145151,38.843234,6,"1"
20140815141108,4298,1,2,1,1,5,115.490135,38.766407,38,9652,115.497146,38.770075,1,"1"
20140815141131,702,2,1,1,2,7,114.991450,38.495700,40,782,114.998523,38.496211,6,"1"
20140815141137,3295,2,4,0,1,6,115.490370,38.881010,29,8978,115.494810,38.886561,1,"1"
20140815141151,5561,2,6,0,1,5,115.153750,38.865950,38,4337,115.157664,38.868767,6,"1"
20140815141251,5099,2,1,1,2,7,115.485150,38.858080,22,3862,115.495642,38.865312,6,"1"
20140815141258,1668,2,1,1,2,7,115.478780,38.768790,21,3323,115.498634,38.775110,6,"1"
20140815141327,8363,2,1,1,2,2,115.922590,38.897680,32,10565,115.944130,38.926037,1,"1"
20140815141331,1199,2,6,0,1,5,114.956340,38.519050,38,8734,115.019354,38.521728,1,"1"
20140815141353,924,2,6,0,1,5,115.449670,38.864200,35,3724,115.466687,38.866737,6,"1"
20140815141419,7046,1,2,1,2,4,115.746210,38.681170,35,9900,115.786134,38.695227,3,"1"
20140815141423,6382,2,1,1,2,7,115.745300,39.240500,36,11449,115.797895,39.252924,1,"1"
20140815141425,2353,2,6,0,1,5,115.494100,38.863650,32,3842,115.495993,38.865213,6,"1"
20140815141434,5413,2,1,1,2,7,116.095550,39.466780,26,7238,116.108540,39.476829,6,"1"
20140815141436,6032,2,6,0,1,5,115.823715,38.973083,35,5099,115.832227,38.982265,6,"1"
20140815141503,571,2,6,0,1,5,115.490395,38.880974,19,7918,115.502841,38.882095,8,"1"
20140815141518,4497,2,1,1,2,7,115.507220,38.845680,18,9059,115.511985,38.846964,1,"1"
20140815141519,3298,3,3,0,1,9,115.762780,38.684444,32,3427,115.763993,38.687933,6,"1"
20140815141535,714,2,1,1,2,7,116.022790,39.124134,23,6270,116.033138,39.124422,6,"1"
20140815141626,8107,2,1,1,2,7,114.998190,38.516320,29,882,115.001001,38.520556,6,"1"
20140815141641,1988,2,1,1,2,7,115.918785,38.933010,38,5210,115.931525,38.938372,6,"1"
20140815141654,9254,2,6,0,1,5,115.789604,39.262505,37,128,115.816523,39.263930,8,"1"
20140815141718,5817,3,3,0,1,9,115.448550,38.901560,32,4909,115.458294,38.912464,6,"1"
20140815141729,1356,2,2,0,1,5,115.351280,38.869130,34,7310,115.441688,38.887165,8,"1"
20140815141730,5789,2,1,1,2,7,115.000175,38.504590,40,1644,115.010392,38.509616,6,"1"
20140815141856,4533,2,6,0,1,5,115.562430,38.848034,23,9259,115.567996,38.861456,1,"1"
20140815141859,2498,2,1,1,2,7,114.984200,38.507630,32,850,115.000552,38.512129,6,"1"
20140815141906,6450,2,6,0,1,5,115.494100,38.863650,34,4833,115.494334,38.866597,6,"1"
20140815141943,4515,3,3,0,1,9,115.452720,38.888570,16,5003,115.466075,38.891005,6,"1"
20140815141946,4699,2,1,1,2,7,116.023160,39.129814,17,11608,116.062617,39.134708,1,"1"
20140815142013,1614,2,1,1,2,2,115.205080,38.737920,23,10444,115.224911,38.826560,1,"1"
20140815142039,2970,1,2,1,1,5,115.278350,38.781784,31,9337,115.376617,38.817277,1,"1"
20140815142055,2705,2,1,1,2,7,115.326600,38.423500,30,8860,115.335131,38.424071,1,"1"
20140815142143,4940,2,1,1,2,2,115.462250,38.865200,25,9273,115.472862,38.879982,1,"1"
20140815142217,5204,2,2,0,1,5,115.158340,38.714672,18,398,115.498669,38.778942,8,"1"
20140815142229,3429,2,1,1,2,7,115.643810,39.014640,37,10503,115.649831,39.017090,1,"1"
20140815142359,8000,3,3,0,1,9,115.783600,39.255200,30,6054,115.810540,39.264503,6,"1"
20140815142429,9317,2,1,1,2,7,115.991180,39.354500,26,7243,116.023399,39.454024,6,"1"
20140815142459,9050,2,2,1,2,2,114.998190,38.516320,31,8734,115.019354,38.521728,1,"1"
20140815142519,440,2,1,1,2,7,115.933470,38.931038,33,10531,115.943385,38.937173,1,"1"
20140815142546,9410,2,2,0,1,5,115.448920,38.877880,32,4895,115.455643,38.892283,6,"1"
20140815142629,7086,2,1,1,2,7,114.982780,38.521110,38,1622,114.993035,38.522426,6,"1"
20140815142644,7637,3,3,0,1,9,115.507240,38.851050,37,4947,115.507967,38.852107,6,"1"
20140815142650,9288,3,3,0,1,9,116.010000,39.489400,34,6527,116.017181,39.489624,6,"1"
20140815142651,4121,2,1,1,2,7,114.980830,38.515850,31,936,114.997658,38.515912,6,"1"
20140815142716,4051,2,1,1,2,7,115.613010,38.934100,30,9332,115.649561,39.015654,1,"1"
20140815142721,2042,2,2,0,1,5,115.126100,38.851090,25,9226,115.469700,38.876611,1,"1"
20140815142735,6725,2,1,1,2,7,115.474800,38.860725,32,9170,115.476874,38.862256,1,"1"
20140815142753,9710,2,1,1,2,2,115.078420,38.473190,33,8731,115.099068,38.495399,1,"1"
20140815142810,2987,2,1,1,2,7,115.511505,38.901880,17,6054,115.810540,39.264503,6,"1"
20140815142815,9113,2,1,1,2,2,116.023160,39.129814,17,11574,116.037101,39.130748,1,"1"
20140815142831,8038,1,2,0,1,5,115.352610,38.998340,19,9147,115.363791,39.014231,3,"1"
20140815142919,8249,1,2,1,1,5,114.998190,38.516320,27,249,115.000539,38.520704,8,"1"
20140815142923,780,3,3,0,1,9,115.998770,39.493130,18,7163,116.005168,39.497217,6,"1"
20140815142931,8636,2,1,1,2,7,116.093180,38.987774,31,10657,116.100630,38.991709,1,"1"
20140815142944,6308,3,3,0,1,9,115.481890,39.355476,38,4671,115.494498,39.358345,6,"1"
20140815142952,7680,1,2,1,1,5,116.037920,39.133220,40,11759,116.042934,39.136891,1,"1"
20140815143035,8010,3,3,0,1,9,116.101280,38.971115,34,5331,116.104496,38.981052,6,"1"
20140815143057,4726,2,1,1,2,2,115.462250,38.865200,30,9303,115.563243,38.922893,1,"1"
20140815143122,8699,1,2,1,1,5,115.534490,38.944340,36,9251,115.559806,38.950944,1,"1"
20140815143148,5054,2,1,1,2,7,115.359540,38.335190,23,2184,115.407708,38.345421,6,"1"
20140815143323,182,1,2,1,1,5,115.475555,38.869720,34,9219,115.495826,38.871660,1,"1"
20140815143354,9143,2,1,1,2,7,115.490370,38.881010,37,3788,115.502660,38.881183,6,"1"
20140815143420,8557,2,2,0,1,5,115.468710,38.867870,23,4848,115.474446,38.873690,6,"1"
20140815143421,536,2,1,1,2,7,114.834900,38.832400,35,4233,114.862211,38.873634,6,"1"
20140815143425,2926,2,1,1,2,2,115.986010,38.922280,18,10576,115.999187,38.929791,1,"1"
20140815143450,4528,2,1,1,2,7,116.094930,38.922070,21,10690,116.105321,38.941312,1,"1"
20140815143506,4321,2,1,1,2,7,115.320560,38.416110,18,8066,115.325939,38.422220,1,"1"
20140815143541,4891,2,1,1,2,7,115.126100,38.851090,35,4426,115.156572,38.855141,6,"1"
20140815143612,9094,3,3,0,1,9,115.493010,39.343580,27,4631,115.496007,39.350918,6,"1"
20140815143703,4974,3,3,0,1,9,115.773250,38.675400,32,3365,115.787338,38.698015,6,"1"
20140815143725,2981,1,2,1,1,5,115.638070,39.029280,31,8015,115.651560,39.035512,8,"1"
20140815143746,8722,3,5,0,1,8,115.458600,38.891510,34,4962,115.459842,38.898882,6,"1"
20140815143759,5205,2,1,1,2,7,115.579940,39.358036,36,4620,115.586781,39.364405,6,"1"
20140815143801,5601,2,1,0,1,5,115.322460,38.952390,27,655,115.334605,38.955987,3,"1"
20140815143807,7300,2,1,1,2,7,115.491910,38.855470,23,9225,115.493873,38.857087,1,"1"
20140815143810,5112,2,1,1,2,2,115.844170,38.693900,25,9922,115.860588,38.695600,1,"1"
20140815143814,7572,2,1,1,2,2,115.507240,38.851050,34,9047,115.507518,38.852788,1,"1"
20140815143830,5926,3,1,0,1,6,114.964250,38.747580,30,3028,114.988304,38.750366,6,"1"
20140815143848,7739,2,6,0,1,5,116.015000,39.483200,22,7538,116.031730,39.490619,8,"1"
20140815143942,450,2,1,1,2,7,115.486590,38.846367,22,9043,115.491241,38.849079,1,"1"
20140815144003,9469,2,4,0,1,6,115.474160,38.881943,30,7921,115.475603,38.884061,8,"1"
20140815144028,8500,3,3,0,1,9,115.112970,38.789880,18,4353,115.156615,38.844492,6,"1"
20140815144109,5872,1,2,1,1,5,115.502290,38.855990,38,7984,115.507220,38.864181,8,"1"
20140815144119,6750,2,2,0,1,5,116.010000,39.489400,28,6533,116.032900,39.503676,6,"1"
20140815144128,4782,2,1,1,2,7,115.214950,38.889980,30,4331,115.227310,38.896439,6,"1"
20140815144134,9472,2,6,0,1,5,115.456310,38.783980,31,9043,115.491241,38.849079,1,"1"
20140815144201,3317,2,1,1,2,7,114.194960,38.845074,33,1129,114.214120,38.847779,6,"1"
20140815144215,1053,2,1,1,2,7,114.982700,38.521010,37,8734,115.019354,38.521728,1,"1"
20140815144221,6115,2,6,0,1,5,115.153750,38.865950,17,7945,115.507191,38.866702,8,"1"
20140815144229,5103,2,1,1,2,7,116.032130,39.107070,17,6270,116.033138,39.124422,6,"1"
20140815144310,1116,1,2,1,1,5,115.637400,39.011726,37,9175,115.654763,39.020861,1,"1"
20140815144346,660,2,1,1,2,2,115.460860,38.806420,22,9174,115.465728,38.868493,1,"1"
20140815144355,3016,2,1,0,1,5,115.648610,39.483060,33,175,115.661964,39.493334,8,"1"
20140815144359,8434,2,1,1,2,7,115.221800,39.287400,38,10975,115.254022,39.317564,1,"1"
20140815144427,6883,2,1,1,2,2,116.012240,39.111385,18,11512,116.068080,39.126298,1,"1"
20140815144436,679,3,1,0,1,6,115.546800,38.866920,38,9139,115.547694,38.884834,1,"1"
20140815144449,3860,2,1,1,2,2,115.322900,38.405400,18,8972,115.333775,38.408048,1,"1"
20140815144456,3380,2,1,1,2,7,115.126100,38.851090,35,10413,115.150855,38.864764,1,"1"
20140815144509,5622,3,3,0,1,9,114.143060,38.720830,20,1198,114.173427,38.882636,6,"1"
20140815144534,5217,2,1,1,2,2,115.491910,38.855470,36,9225,115.493873,38.857087,1,"1"
20140815144616,5635,2,1,1,2,2,115.394470,38.866970,33,9079,115.406217,38.870804,1,"1"
20140815144625,7991,1,2,0,1,5,115.324220,38.971090,34,9110,115.339073,38.989164,1,"1"
20140815144629,2924,3,3,0,1,9,115.508000,39.376850,33,4515,115.524406,39.382352,6,"1"
