"userid","arrTime","shopid","test_pro"
395,20140811132315,10918,0.182425528764725
9342,20140811132326,6206,0.182425528764725
4089,20140811132335,10494,0.182425528764725
5777,20140811132337,9171,0.182425528764725
1490,20140811132401,26,0.182425528764725
2628,20140811132429,7942,0.182425528764725
394,20140811132431,4393,0.182425528764725
2982,20140811132450,7492,0.182425528764725
150,20140811132507,5654,0.182425528764725
1954,20140811132517,9151,0.182425528764725
6523,20140811132536,9151,0.182425528764725
2748,20140811132611,9280,0.182425528764725
3158,20140811132624,5257,0.182425528764725
5356,20140811132711,9164,0.182425528764725
8631,20140811132714,10457,0.182425528764725
1822,20140811132722,6564,0.182425528764725
3455,20140811132729,4947,0.182425528764725
2860,20140811132813,8944,0.182425528764725
7647,20140811132838,9606,0.182425528764725
9451,20140811132917,10494,0.182425528764725
1051,20140811132921,9118,0.182425528764725
3712,20140811132934,8058,0.182425528764725
9156,20140811132942,4631,0.182425528764725
3641,20140811132953,4627,0.182425528764725
8087,20140811132957,26,0.182425528764725
4727,20140811133005,10494,0.182425528764725
2541,20140811133012,8920,0.182425528764725
9072,20140811133015,9695,0.182425528764725
2354,20140811133035,9435,0.182425528764725
8805,20140811133051,3058,0.182425528764725
8305,20140811133054,9203,0.182425528764725
3618,20140811133103,9104,0.182425528764725
6126,20140811133123,1910,0.182425528764725
6685,20140811133130,9328,0.182425528764725
4308,20140811133133,7587,0.182425528764725
8571,20140811133202,9151,0.182425528764725
4344,20140811133206,8058,0.182425528764725
2335,20140811133220,9233,0.182425528764725
5474,20140811133222,11308,0.182425528764725
1312,20140811133229,9090,0.182425528764725
2840,20140811133233,10610,0.182425528764725
8205,20140811133301,8506,0.182425528764725
7522,20140811133304,9241,0.182425528764725
9621,20140811133319,26,0.182425528764725
4225,20140811133324,8000,0.182425528764725
2773,20140811133329,9222,0.182425528764725
2072,20140811133345,9332,0.182425528764725
8811,20140811133356,9919,0.182425528764725
9417,20140811133357,10610,0.182425528764725
1664,20140811133408,11603,0.182425528764725
5419,20140811133432,11894,0.182425528764725
3023,20140811133436,7980,0.182425528764725
2442,20140811133444,1930,0.182425528764725
7847,20140811133449,1994,0.182425528764725
1811,20140811133456,9832,0.182425528764725
7965,20140811133515,3744,0.182425528764725
2714,20140811133533,7932,0.182425528764725
707,20140811133553,3117,0.182425528764725
2096,20140811133608,4883,0.182425528764725
9286,20140811133629,5264,0.182425528764725
6759,20140811133631,4393,0.182425528764725
2493,20140811133653,9151,0.182425528764725
8841,20140811133654,7102,0.182425528764725
5404,20140811133716,8066,0.182425528764725
1429,20140811133725,10480,0.182425528764725
3793,20140811133739,4421,0.182425528764725
5779,20140811133739,11859,0.182425528764725
4599,20140811133823,5311,0.182425528764725
9817,20140811133926,9039,0.182425528764725
1467,20140811133932,10490,0.182425528764725
4731,20140811133935,3011,0.182425528764725
1114,20140811133941,9015,0.182425528764725
4807,20140811133946,9435,0.182425528764725
6343,20140811133954,80,0.182425528764725
4312,20140811134005,6566,0.182425528764725
6125,20140811134050,7289,0.182425528764725
8993,20140811134059,4345,0.182425528764725
4944,20140811134103,11764,0.182425528764725
6942,20140811134128,4987,0.182425528764725
8182,20140811134137,6638,0.182425528764725
3003,20140811134156,9117,0.182425528764725
8245,20140811134205,9102,0.182425528764725
7290,20140811134210,11859,0.182425528764725
6867,20140811134223,3214,0.182425528764725
4768,20140811134242,3736,0.182425528764725
864,20140811134243,4941,0.182425528764725
9220,20140811134308,9116,0.182425528764725
5050,20140811134309,7303,0.182425528764725
1408,20140811134311,11316,0.182425528764725
5917,20140811134313,1930,0.182425528764725
3486,20140811134314,9900,0.182425528764725
2644,20140811134344,8066,0.182425528764725
5537,20140811134348,7196,0.182425528764725
7848,20140811134350,3405,0.182425528764725
3351,20140811134351,1930,0.182425528764725
9113,20140811134353,11696,0.182425528764725
233,20140811134357,11438,0.182425528764725
4683,20140811134357,7149,0.182425528764725
6072,20140811134405,10843,0.182425528764725
7453,20140811134446,8993,0.182425528764725
7839,20140811134448,9604,0.182425528764725
1676,20140811134508,9151,0.182425528764725
7422,20140811134512,527,0.182425528764725
8256,20140811134513,11910,0.182425528764725
7666,20140811134517,3,0.182425528764725
8458,20140811134524,9027,0.182425528764725
6069,20140811134605,9147,0.182425528764725
8632,20140811134612,10791,0.182425528764725
2564,20140811134652,9119,0.182425528764725
4875,20140811134658,1845,0.182425528764725
3480,20140811134706,8822,0.182425528764725
5778,20140811134722,6638,0.182425528764725
7408,20140811134733,5786,0.182425528764725
3241,20140811134734,5099,0.182425528764725
5572,20140811134737,3117,0.182425528764725
2651,20140811134741,9515,0.182425528764725
5368,20140811134747,10494,0.182425528764725
5551,20140811134800,4862,0.182425528764725
7248,20140811134807,4883,0.182425528764725
6399,20140811134810,6157,0.182425528764725
8197,20140811134834,9225,0.182425528764725
5560,20140811134839,8066,0.182425528764725
4537,20140811134852,1930,0.182425528764725
834,20140811134900,1669,0.182425528764725
6162,20140811134911,9203,0.182425528764725
3133,20140811134922,9467,0.182425528764725
3105,20140811134947,4440,0.182425528764725
4936,20140811135017,9124,0.182425528764725
2420,20140811135025,9332,0.182425528764725
3844,20140811135040,3075,0.182425528764725
6521,20140811135045,7341,0.182425528764725
23,20140811135050,1784,0.182425528764725
3176,20140811135054,9296,0.182425528764725
4932,20140811135106,9120,0.182425528764725
660,20140811135120,8066,0.182425528764725
2334,20140811135131,3736,0.182425528764725
9906,20140811135154,8998,0.182425528764725
2052,20140811135208,9065,0.182425528764725
1819,20140811135209,10949,0.182425528764725
2730,20140811135213,5933,0.182425528764725
1310,20140811135214,10922,0.182425528764725
4407,20140811135315,9270,0.182425528764725
5080,20140811135316,11418,0.182425528764725
4602,20140811135319,9340,0.182425528764725
2174,20140811135340,11376,0.182425528764725
6452,20140811135340,10495,0.182425528764725
4516,20140811135352,9182,0.182425528764725
7075,20140811135406,527,0.182425528764725
6223,20140811135414,10677,0.182425528764725
8270,20140811135425,9687,0.182425528764725
3574,20140811135447,9165,0.182425528764725
8286,20140811135450,648,0.182425528764725
7343,20140811135456,11764,0.182425528764725
8495,20140811135508,4983,0.182425528764725
1254,20140811135516,3484,0.182425528764725
8916,20140811135520,2114,0.182425528764725
606,20140811135529,9086,0.182425528764725
7097,20140811135531,4940,0.182425528764725
7458,20140811135539,7303,0.182425528764725
6298,20140811135540,3590,0.182425528764725
4075,20140811135542,9270,0.182425528764725
2127,20140811135543,3180,0.182425528764725
9667,20140811135548,4440,0.182425528764725
8523,20140811135557,9671,0.182425528764725
1438,20140811135627,9151,0.182425528764725
6595,20140811135629,10759,0.182425528764725
4817,20140811135637,8010,0.182425528764725
3751,20140811135645,974,0.182425528764725
411,20140811135648,5714,0.182425528764725
2973,20140811135725,5331,0.182425528764725
4390,20140811135731,1744,0.182425528764725
188,20140811135733,9666,0.182425528764725
9237,20140811135741,4306,0.182425528764725
4795,20140811135745,4345,0.182425528764725
8437,20140811135813,10493,0.182425528764725
9355,20140811135836,3715,0.182425528764725
7611,20140811135839,537,0.182425528764725
3588,20140811135845,10874,0.182425528764725
6865,20140811135846,8066,0.182425528764725
6484,20140811135901,4347,0.182425528764725
4894,20140811135916,26,0.182425528764725
7221,20140811135917,9051,0.182425528764725
8595,20140811135922,4887,0.182425528764725
7531,20140811140006,1019,0.182425528764725
9388,20140811140007,11535,0.182425528764725
8212,20140811140042,10494,0.182425528764725
1241,20140811140057,782,0.182425528764725
7327,20140811140101,1622,0.182425528764725
8515,20140811140103,9332,0.182425528764725
2523,20140811140120,9027,0.182425528764725
2755,20140811140121,8822,0.182425528764725
6610,20140811140136,6515,0.182425528764725
2998,20140811140140,3616,0.182425528764725
5601,20140811140142,9195,0.182425528764725
2552,20140811140144,4829,0.182425528764725
1361,20140811140151,9270,0.182425528764725
1147,20140811140201,9069,0.182425528764725
650,20140811140228,4883,0.182425528764725
8312,20140811140234,10680,0.182425528764725
178,20140811140240,9233,0.182425528764725
9001,20140811140241,3771,0.182425528764725
5780,20140811140255,1744,0.182425528764725
9402,20140811140255,2001,0.182425528764725
2665,20140811140304,9687,0.182425528764725
6337,20140811140347,4620,0.182425528764725
3917,20140811140350,9572,0.182425528764725
5866,20140811140404,5618,0.182425528764725
1870,20140811140409,4998,0.182425528764725
6569,20140811140416,659,0.182425528764725
3402,20140811140417,9063,0.182425528764725
1910,20140811140425,6075,0.182425528764725
7181,20140811140433,10887,0.182425528764725
4528,20140811140453,5540,0.182425528764725
7019,20140811140453,9096,0.182425528764725
778,20140811140505,7932,0.182425528764725
1923,20140811140512,9328,0.182425528764725
7024,20140811140524,6472,0.182425528764725
7792,20140811140555,4306,0.182425528764725
6899,20140811140618,8993,0.182425528764725
3609,20140811140628,8066,0.182425528764725
5507,20140811140630,6638,0.182425528764725
5599,20140811140632,10843,0.182425528764725
8411,20140811140633,3214,0.182425528764725
3057,20140811140638,8506,0.182425528764725
8257,20140811140648,5042,0.182425528764725
553,20140811140711,520,0.182425528764725
3371,20140811140727,1051,0.182425528764725
1106,20140811140728,8506,0.182425528764725
2427,20140811140730,1060,0.182425528764725
422,20140811140746,8697,0.182425528764725
3653,20140811140747,9225,0.182425528764725
5207,20140811140747,3074,0.182425528764725
4791,20140811140750,8709,0.182425528764725
675,20140811140752,9450,0.182425528764725
3373,20140811140816,7786,0.182425528764725
4894,20140811140821,9328,0.182425528764725
3879,20140811140825,782,0.182425528764725
2336,20140811140826,7341,0.182425528764725
4750,20140811140836,4883,0.182425528764725
5643,20140811140842,9151,0.182425528764725
3593,20140811140843,4941,0.182425528764725
2051,20140811140914,9159,0.182425528764725
4825,20140811140921,9120,0.182425528764725
4725,20140811140923,9328,0.182425528764725
3398,20140811140942,10610,0.182425528764725
960,20140811140948,4753,0.182425528764725
9669,20140811140956,4925,0.182425528764725
4136,20140811141010,4437,0.182425528764725
6179,20140811141014,9151,0.182425528764725
6705,20140811141028,10534,0.182425528764725
4907,20140811141120,1930,0.182425528764725
107,20140811141123,9272,0.182425528764725
5080,20140811141129,5933,0.182425528764725
6495,20140811141154,11601,0.182425528764725
1070,20140811141155,66,0.182425528764725
6825,20140811141209,11039,0.182425528764725
5824,20140811141218,4909,0.182425528764725
8032,20140811141322,9117,0.182425528764725
9723,20140811141329,3017,0.182425528764725
300,20140811141346,9026,0.182425528764725
4596,20140811141358,9217,0.182425528764725
7624,20140811141358,4883,0.182425528764725
6995,20140811141405,7494,0.182425528764725
836,20140811141408,9175,0.182425528764725
218,20140811141417,6638,0.182425528764725
7412,20140811141419,3536,0.182425528764725
6953,20140811141428,9090,0.182425528764725
8153,20140811141431,5015,0.182425528764725
8316,20140811141515,7924,0.182425528764725
1135,20140811141517,3736,0.182425528764725
4309,20140811141540,6234,0.182425528764725
8285,20140811141622,10680,0.182425528764725
9183,20140811141625,9104,0.182425528764725
8557,20140811141632,520,0.182425528764725
1792,20140811141636,9027,0.182425528764725
4729,20140811141642,9279,0.182425528764725
4546,20140811141650,10680,0.182425528764725
1531,20140811141706,5168,0.182425528764725
513,20140811141715,3074,0.182425528764725
6588,20140811141732,7950,0.182425528764725
2970,20140811141755,18,0.182425528764725
5674,20140811141810,11849,0.182425528764725
697,20140811141821,7978,0.182425528764725
5572,20140811141844,4347,0.182425528764725
5612,20140811141913,11825,0.182425528764725
8963,20140811141920,4359,0.182425528764725
7612,20140811141927,9020,0.182425528764725
8684,20140811141956,6274,0.182425528764725
6420,20140811142017,11362,0.182425528764725
3644,20140811142026,5565,0.182425528764725
1774,20140811142027,10484,0.182425528764725
7126,20140811142036,3836,0.182425528764725
6511,20140811142050,1739,0.182425528764725
8244,20140811142107,5040,0.182425528764725
2858,20140811142116,9170,0.182425528764725
5503,20140811142119,3821,0.182425528764725
3567,20140811142125,4947,0.182425528764725
8801,20140811142148,3725,0.182425528764725
4097,20140811142152,9194,0.182425528764725
1674,20140811142211,3883,0.182425528764725
7577,20140811142213,5618,0.182425528764725
4772,20140811142236,8697,0.182425528764725
2221,20140811142254,9104,0.182425528764725
321,20140811142302,9657,0.182425528764725
8403,20140811142303,4940,0.182425528764725
7851,20140811142309,1312,0.182425528764725
6926,20140811142316,10680,0.182425528764725
9763,20140811142343,5331,0.182425528764725
2343,20140811142348,10488,0.182425528764725
4786,20140811142348,8066,0.182425528764725
9030,20140811142402,9337,0.182425528764725
505,20140811142414,9035,0.182425528764725
9845,20140811142425,7149,0.182425528764725
6381,20140811142431,6328,0.182425528764725
5823,20140811142438,1744,0.182425528764725
6011,20140811142438,8058,0.182425528764725
1022,20140811142447,9039,0.182425528764725
3165,20140811142458,9255,0.182425528764725
5577,20140811142459,5028,0.182425528764725
3685,20140811142505,7341,0.182425528764725
164,20140811142521,9900,0.182425528764725
6032,20140811142531,10541,0.182425528764725
7052,20140811142532,9063,0.182425528764725
3866,20140811142536,1312,0.182425528764725
5259,20140811142536,3827,0.182425528764725
8814,20140811142541,10580,0.182425528764725
5036,20140811142548,3616,0.182425528764725
4100,20140811142628,5565,0.182425528764725
3583,20140811142632,11930,0.182425528764725
7697,20140811142707,10677,0.182425528764725
2669,20140811142716,9102,0.182425528764725
2430,20140811142725,1019,0.182425528764725
2811,20140811142747,9467,0.182425528764725
8144,20140811142753,6472,0.182425528764725
3465,20140811142754,6638,0.182425528764725
567,20140811142758,3095,0.182425528764725
3213,20140811142823,9102,0.182425528764725
7962,20140811142827,5924,0.182425528764725
291,20140811142841,9195,0.182425528764725
1749,20140811142849,26,0.182425528764725
8631,20140811142849,3776,0.182425528764725
7702,20140811142859,8066,0.182425528764725
3628,20140811142903,9090,0.182425528764725
9762,20140811142909,9297,0.182425528764725
32,20140811142938,6515,0.182425528764725
7899,20140811142959,5025,0.182425528764725
8727,20140811143000,5733,0.182425528764725
2772,20140811143004,8058,0.182425528764725
7082,20140811143015,10610,0.182425528764725
2248,20140811143028,3836,0.182425528764725
9048,20140811143055,4684,0.182425528764725
9139,20140811143103,9225,0.182425528764725
9510,20140811143115,4829,0.182425528764725
8125,20140811143117,1980,0.182425528764725
7456,20140811143119,1019,0.182425528764725
2603,20140811143129,11263,0.182425528764725
573,20140811143204,3527,0.182425528764725
6228,20140811143230,6206,0.182425528764725
2301,20140811143335,11572,0.182425528764725
7093,20140811143351,3827,0.182425528764725
303,20140811143400,520,0.182425528764725
8554,20140811143411,9006,0.182425528764725
9385,20140811143417,9588,0.182425528764725
1256,20140811143436,3732,0.182425528764725
6246,20140811143438,4954,0.182425528764725
6536,20140811143439,9869,0.182425528764725
3464,20140811143446,9332,0.182425528764725
859,20140811143448,9922,0.182425528764725
2818,20140811143449,9901,0.182425528764725
7365,20140811143454,9015,0.182425528764725
6180,20140811143513,6638,0.182425528764725
4832,20140811143517,10680,0.182425528764725
7672,20140811143607,3209,0.182425528764725
2922,20140811143609,3846,0.182425528764725
6034,20140811143609,9845,0.182425528764725
1460,20140811143612,4753,0.182425528764725
9201,20140811143655,5175,0.182425528764725
8848,20140811143657,3527,0.182425528764725
3477,20140811143718,2134,0.182425528764725
5229,20140811143727,5258,0.182425528764725
8810,20140811143746,9251,0.182425528764725
499,20140811143750,5933,0.182425528764725
5911,20140811143752,9263,0.182425528764725
6556,20140811143804,974,0.182425528764725
9815,20140811143804,1901,0.182425528764725
7534,20140811143810,4966,0.182425528764725
8821,20140811143810,8944,0.182425528764725
9851,20140811143824,18,0.182425528764725
4721,20140811143833,4437,0.182425528764725
4990,20140811143845,3736,0.182425528764725
8759,20140811143914,9130,0.182425528764725
8523,20140811143943,9669,0.182425528764725
5947,20140811143944,9553,0.182425528764725
4635,20140811143945,8766,0.182425528764725
6406,20140811144018,3073,0.182425528764725
4062,20140811144056,11848,0.182425528764725
4109,20140811144059,9117,0.182425528764725
3952,20140811144110,7942,0.182425528764725
6532,20140811144110,7102,0.182425528764725
7582,20140811144114,3405,0.182425528764725
902,20140811144139,3727,0.182425528764725
9518,20140811144141,4883,0.182425528764725
6015,20140811144203,9006,0.182425528764725
1578,20140811144223,7494,0.182425528764725
7959,20140811144230,9170,0.182425528764725
5491,20140811144231,5324,0.182425528764725
1545,20140811144258,708,0.182425528764725
5847,20140811144301,1744,0.182425528764725
4346,20140811144307,1019,0.182425528764725
7131,20140811144321,5405,0.182425528764725
7818,20140811144322,6054,0.182425528764725
5533,20140811144330,3095,0.182425528764725
568,20140811144340,7310,0.182425528764725
8092,20140811144355,649,0.182425528764725
488,20140811144400,11601,0.182425528764725
1667,20140811144413,9333,0.182425528764725
9666,20140811144415,3736,0.182425528764725
1419,20140811144422,1019,0.182425528764725
2452,20140811144436,4883,0.182425528764725
5827,20140811144437,7231,0.182425528764725
374,20140811144516,3536,0.182425528764725
9105,20140811144524,3058,0.182425528764725
7758,20140811144526,3527,0.182425528764725
6969,20140811144529,4421,0.182425528764725
1675,20140811144615,5152,0.182425528764725
9771,20140811144615,974,0.182425528764725
6621,20140811144638,7068,0.182425528764725
4597,20140811144644,9901,0.182425528764725
5003,20140811144646,9069,0.182425528764725
5809,20140811144701,9170,0.182425528764725
3173,20140811144718,9287,0.182425528764725
3995,20140811144719,5143,0.182425528764725
4662,20140811144726,4631,0.182425528764725
2229,20140811144728,9292,0.182425528764725
9634,20140811144751,1622,0.182425528764725
1198,20140811144752,5486,0.182425528764725
9416,20140811144800,11748,0.182425528764725
9298,20140811144836,9006,0.182425528764725
4609,20140811144841,9095,0.182425528764725
5254,20140811144848,5168,0.182425528764725
9432,20140811144854,7231,0.182425528764725
700,20140811144900,6638,0.182425528764725
3794,20140811144904,9328,0.182425528764725
7788,20140811144920,11240,0.182425528764725
7401,20140811144922,6670,0.182425528764725
8370,20140811144926,7102,0.182425528764725
14,20140811144946,10774,0.182425528764725
1912,20140811144950,4627,0.182425528764725
6715,20140811144951,10494,0.182425528764725
5732,20140811144953,11764,0.182425528764725
6005,20140811145008,11889,0.182425528764725
2455,20140811145010,1019,0.182425528764725
6528,20140811145030,4437,0.182425528764725
3587,20140811145033,5714,0.182425528764725
6492,20140811145101,10680,0.182425528764725
3935,20140811145122,9225,0.182425528764725
7523,20140811145124,9203,0.182425528764725
8002,20140811145129,9272,0.182425528764725
9245,20140811145140,4627,0.182425528764725
1535,20140811145146,3536,0.182425528764725
4008,20140811145153,2114,0.182425528764725
4195,20140811145208,4839,0.182425528764725
4046,20140811145229,9090,0.182425528764725
9757,20140811145233,3279,0.182425528764725
937,20140811145238,9118,0.182425528764725
4202,20140811145304,9151,0.182425528764725
8056,20140811145305,8058,0.182425528764725
9175,20140811145317,9057,0.182425528764725
6672,20140811145320,3405,0.182425528764725
9253,20140811145346,11035,0.182425528764725
5660,20140811145351,4409,0.182425528764725
9820,20140811145408,9171,0.182425528764725
6122,20140811145439,3214,0.182425528764725
4929,20140811145442,5015,0.182425528764725
3865,20140811145456,3536,0.182425528764725
6873,20140811145457,175,0.182425528764725
1797,20140811145459,1622,0.182425528764725
11,20140811145501,5851,0.182425528764725
1510,20140811145507,4549,0.182425528764725
2425,20140811145511,8993,0.182425528764725
3789,20140811145511,5422,0.182425528764725
9036,20140811145512,4631,0.182425528764725
8190,20140811145525,9258,0.182425528764725
2679,20140811145526,4610,0.182425528764725
2014,20140811145558,9467,0.182425528764725
8194,20140811145617,9039,0.182425528764725
6014,20140811145643,10680,0.182425528764725
1373,20140811145649,11894,0.182425528764725
7617,20140811145713,3736,0.182425528764725
695,20140811145720,7950,0.182425528764725
7842,20140811145731,9328,0.182425528764725
1339,20140811145742,9147,0.182425528764725
2987,20140811145822,4421,0.182425528764725
9506,20140811145823,4684,0.182425528764725
9476,20140811145840,11849,0.182425528764725
7317,20140811145842,10441,0.182425528764725
1605,20140811145901,9151,0.182425528764725
6624,20140811145916,10498,0.182425528764725
2164,20140811145929,10617,0.182425528764725
7904,20140811145931,763,0.182425528764725
4217,20140811145951,9303,0.182425528764725
5285,20140811150003,9057,0.182425528764725
2728,20140811150019,9090,0.182425528764725
6268,20140811150112,11674,0.182425528764725
4028,20140811150113,6638,0.182425528764725
48,20140811150114,11849,0.182425528764725
3334,20140811150117,11751,0.182425528764725
6243,20140811150124,1689,0.182425528764725
9916,20140811150129,12,0.182425528764725
6638,20140811150132,782,0.182425528764725
7123,20140811150142,9006,0.182425528764725
9468,20140811150153,9027,0.182425528764725
9469,20140811150153,4941,0.182425528764725
975,20140811150213,5933,0.182425528764725
6710,20140811150227,1312,0.182425528764725
1035,20140811150253,3178,0.182425528764725
8487,20140811150259,9069,0.182425528764725
1866,20140811150300,10494,0.182425528764725
7117,20140811150302,5669,0.182425528764725
9213,20140811150308,9043,0.182425528764725
4117,20140811150330,9063,0.182425528764725
3339,20140811150331,1019,0.182425528764725
549,20140811150400,10444,0.182425528764725
8285,20140811150401,66,0.182425528764725
1241,20140811150424,882,0.182425528764725
3536,20140811150437,5933,0.182425528764725
8027,20140811150449,4862,0.182425528764725
295,20140811150453,9011,0.182425528764725
7796,20140811150459,6367,0.182425528764725
4440,20140811150509,10610,0.182425528764725
5261,20140811150546,553,0.182425528764725
5695,20140811150605,9020,0.182425528764725
2060,20140811150608,4909,0.182425528764725
7515,20140811150627,9299,0.182425528764725
8243,20140811150646,11849,0.182425528764725
9274,20140811150651,9116,0.182425528764725
4027,20140811150655,8931,0.182425528764725
3177,20140811150708,9149,0.182425528764725
8587,20140811150716,3171,0.182425528764725
688,20140811150719,9006,0.182425528764725
8162,20140811150727,9255,0.182425528764725
3841,20140811150744,9328,0.182425528764725
7704,20140811150832,10408,0.182425528764725
5993,20140811150841,4947,0.182425528764725
4971,20140811150842,9872,0.182425528764725
2272,20140811150900,9303,0.182425528764725
3691,20140811150926,4631,0.182425528764725
6368,20140811150935,3011,0.182425528764725
1951,20140811150943,9175,0.182425528764725
1402,20140811150946,3836,0.182425528764725
6679,20140811150950,10441,0.182425528764725
2595,20140811150959,9289,0.182425528764725
9295,20140811151004,5194,0.182425528764725
3407,20140811151046,9872,0.182425528764725
8633,20140811151114,10494,0.182425528764725
8881,20140811151119,889,0.182425528764725
3013,20140811151124,7360,0.182425528764725
1563,20140811151128,3616,0.182425528764725
5420,20140811151256,7494,0.182425528764725
7383,20140811151303,9567,0.182425528764725
4716,20140811151329,9035,0.182425528764725
6398,20140811151329,7982,0.182425528764725
3342,20140811151346,799,0.182425528764725
7503,20140811151407,9573,0.182425528764725
6332,20140811151418,9151,0.182425528764725
9789,20140811151422,18,0.182425528764725
1117,20140811151432,11601,0.182425528764725
3203,20140811151437,3727,0.182425528764725
4760,20140811151437,4329,0.182425528764725
9298,20140811151450,9113,0.182425528764725
604,20140811151509,9222,0.182425528764725
3971,20140811151509,6523,0.182425528764725
6933,20140811151515,9063,0.182425528764725
6415,20140811151614,3795,0.182425528764725
2912,20140811151615,2114,0.182425528764725
279,20140811151622,11565,0.182425528764725
4243,20140811151623,11025,0.182425528764725
309,20140811151632,6210,0.182425528764725
7542,20140811151636,8066,0.182425528764725
3401,20140811151652,7977,0.182425528764725
9673,20140811151724,5669,0.182425528764725
1705,20140811151744,6638,0.182425528764725
1793,20140811151751,8846,0.182425528764725
5808,20140811151755,10843,0.182425528764725
9842,20140811151814,4883,0.182425528764725
1647,20140811151815,7980,0.182425528764725
7135,20140811151823,4325,0.182425528764725
5412,20140811151828,9588,0.182425528764725
745,20140811151834,537,0.182425528764725
7989,20140811151841,4359,0.182425528764725
8809,20140811151846,10610,0.182425528764725
5061,20140811151847,1281,0.182425528764725
2871,20140811151849,11378,0.182425528764725
8009,20140811151852,10358,0.182425528764725
8921,20140811151858,9051,0.182425528764725
3353,20140811151902,9192,0.182425528764725
5637,20140811151906,9273,0.182425528764725
2353,20140811151913,8996,0.182425528764725
3979,20140811151934,7996,0.182425528764725
1835,20140811151940,6206,0.182425528764725
1335,20140811151947,3827,0.182425528764725
5619,20140811151947,9039,0.182425528764725
9681,20140811151956,9151,0.182425528764725
8606,20140811152003,4940,0.182425528764725
4535,20140811152004,5933,0.182425528764725
1396,20140811152020,5733,0.182425528764725
5455,20140811152030,8846,0.182425528764725
6772,20140811152032,4829,0.182425528764725
6827,20140811152035,5742,0.182425528764725
957,20140811152045,5618,0.182425528764725
9267,20140811152123,9035,0.182425528764725
5445,20140811152129,8697,0.182425528764725
1055,20140811152213,11039,0.182425528764725
2584,20140811152236,9065,0.182425528764725
6280,20140811152247,6206,0.182425528764725
8019,20140811152320,10680,0.182425528764725
1862,20140811152326,4916,0.182425528764725
1350,20140811152348,10560,0.182425528764725
8438,20140811152348,6157,0.182425528764725
210,20140811152352,5714,0.182425528764725
1464,20140811152353,4539,0.182425528764725
4362,20140811152354,9029,0.182425528764725
3954,20140811152417,9063,0.182425528764725
9412,20140811152423,9332,0.182425528764725
9436,20140811152423,11601,0.182425528764725
6191,20140811152450,8731,0.182425528764725
2490,20140811152459,5541,0.182425528764725
3835,20140811152459,708,0.182425528764725
2663,20140811152517,9323,0.182425528764725
9361,20140811152527,4631,0.182425528764725
988,20140811152532,7196,0.182425528764725
1842,20140811152559,2114,0.182425528764725
4684,20140811152559,9279,0.182425528764725
6942,20140811152642,11425,0.182425528764725
5454,20140811152741,12,0.182425528764725
2482,20140811152758,7231,0.182425528764725
6553,20140811152759,12,0.182425528764725
6701,20140811152802,9291,0.182425528764725
4641,20140811152808,4966,0.182425528764725
7933,20140811152820,9214,0.182425528764725
4024,20140811152856,5786,0.182425528764725
7715,20140811152900,11364,0.182425528764725
5782,20140811152905,4499,0.182425528764725
9282,20140811152930,9189,0.182425528764725
5818,20140811152931,7238,0.182425528764725
447,20140811152936,7102,0.182425528764725
8637,20140811152939,9147,0.182425528764725
726,20140811152950,3017,0.182425528764725
3118,20140811152957,3527,0.182425528764725
991,20140811153020,11756,0.182425528764725
4895,20140811153020,9020,0.182425528764725
3984,20140811153029,11535,0.182425528764725
8442,20140811153032,4839,0.182425528764725
6758,20140811153035,553,0.182425528764725
1650,20140811153043,3405,0.182425528764725
1235,20140811153051,6484,0.182425528764725
8800,20140811153105,9151,0.182425528764725
622,20140811153111,974,0.182425528764725
2309,20140811153124,10610,0.182425528764725
7230,20140811153126,734,0.182425528764725
9880,20140811153131,3536,0.182425528764725
1736,20140811153142,9015,0.182425528764725
5303,20140811153151,10358,0.182425528764725
6622,20140811153209,9604,0.182425528764725
5072,20140811153241,6140,0.182425528764725
2418,20140811153332,5257,0.182425528764725
3300,20140811153335,9113,0.182425528764725
903,20140811153432,9467,0.182425528764725
5938,20140811153511,4631,0.182425528764725
725,20140811153528,9116,0.182425528764725
4657,20140811153529,648,0.182425528764725
7934,20140811153544,3736,0.182425528764725
5915,20140811153545,6670,0.182425528764725
5583,20140811153610,9225,0.182425528764725
2054,20140811153622,11825,0.182425528764725
7978,20140811153634,8000,0.182425528764725
5831,20140811153712,3180,0.182425528764725
6270,20140811153717,5042,0.182425528764725
4119,20140811153722,3725,0.182425528764725
4147,20140811153749,9026,0.182425528764725
4181,20140811153838,9286,0.182425528764725
7968,20140811153845,9170,0.182425528764725
3038,20140811153901,9271,0.182425528764725
8662,20140811153907,6638,0.182425528764725
1199,20140811153926,1622,0.182425528764725
3305,20140811153935,2114,0.182425528764725
8057,20140811153950,9069,0.182425528764725
3229,20140811153951,9450,0.182425528764725
7431,20140811153955,10494,0.182425528764725
2981,20140811154003,11308,0.182425528764725
2550,20140811154015,9328,0.182425528764725
7873,20140811154015,9573,0.182425528764725
9875,20140811154019,9310,0.182425528764725
7226,20140811154029,4440,0.182425528764725
6291,20140811154032,5324,0.182425528764725
6076,20140811154103,7315,0.182425528764725
680,20140811154109,4437,0.182425528764725
2110,20140811154118,9695,0.182425528764725
3357,20140811154119,18,0.182425528764725
6850,20140811154129,9175,0.182425528764725
2801,20140811154214,6472,0.182425528764725
723,20140811154220,4983,0.182425528764725
8992,20140811154224,9063,0.182425528764725
9001,20140811154329,5002,0.182425528764725
