"","userid","arrTime","shopid","test_pro"
"1491",6289,20140811105656,8010,0.610560595989227
"1492",7028,20140811110825,4671,0.61055314540863
"1493",1886,20140811121351,4937,0.60782390832901
"1494",1435,20140817145241,7942,0.607581555843353
"1495",8542,20140817104026,1632,0.606822967529297
"1496",7530,20140817141138,26,0.606195271015167
"1497",4089,20140811132335,10494,0.606141686439514
"1498",2801,20140811154214,6472,0.606105387210846
"1499",1699,20140811111912,9130,0.60383802652359
"1500",6955,20140817124031,9194,0.603825211524963
"1501",5693,20140817122425,5034,0.602655529975891
"1502",5404,20140811133716,8066,0.602477550506592
"1503",8349,20140817112253,537,0.602376043796539
"1504",434,20140811171957,9151,0.601927697658539
"1505",879,20140817154910,6472,0.601324260234833
"1506",2052,20140811135208,7946,0.601312637329102
"1507",5600,20140811175814,5034,0.599925220012665
"1508",456,20140811162732,10610,0.599720656871796
"1509",8684,20140817145431,6210,0.597940862178802
"1510",296,20140817111642,7155,0.597806870937347
"1511",4645,20140811101622,10610,0.597432792186737
"1512",6972,20140811112046,9170,0.597368180751801
"1513",1131,20140811165051,5208,0.596860647201538
"1514",1829,20140811162804,8010,0.596068441867828
"1515",7443,20140811123305,6472,0.595720827579498
"1516",434,20140811131957,9057,0.595550298690796
"1517",267,20140811185602,11145,0.595513999462128
"1518",4938,20140817190823,3073,0.59478235244751
"1519",1632,20140817132012,6599,0.594742476940155
"1520",9313,20140811102641,9271,0.594631433486938
"1521",9183,20140817121015,9116,0.594551265239716
"1522",9642,20140811114732,5487,0.594196736812592
"1523",3075,20140811160600,7155,0.593907654285431
"1524",746,20140811182315,9866,0.592732489109039
"1525",4353,20140811190453,7315,0.592021346092224
"1526",6456,20140817110931,7155,0.591762065887451
"1527",7964,20140817104635,9116,0.590838491916656
"1528",8595,20140811125550,5015,0.588365793228149
"1529",4087,20140811191541,6472,0.588202297687531
"1530",1819,20140811135209,5764,0.587362051010132
"1531",8895,20140817142740,5581,0.586744964122772
"1532",7625,20140817151202,9467,0.585997879505157
"1533",7079,20140811101932,4631,0.584840059280396
"1534",5877,20140811111428,9116,0.584442734718323
"1535",8589,20140817135921,6662,0.584401309490204
"1536",3130,20140811163820,11574,0.58346825838089
"1537",4515,20140811123435,3775,0.583254992961884
"1538",9943,20140817100013,1784,0.582828342914581
"1539",5777,20140811132337,9171,0.581159710884094
"1540",1411,20140817184008,3053,0.579891324043274
"1541",3958,20140811164317,4940,0.579486787319183
"1542",7689,20140811114028,8066,0.579334199428558
"1543",4491,20140811194557,10503,0.578930258750916
"1544",7237,20140817100110,3864,0.578891456127167
"1545",4112,20140811161638,9095,0.577920198440552
"1546",6712,20140811100220,3028,0.576599717140198
"1547",2565,20140817183110,6638,0.575931072235107
"1548",2903,20140811105104,533,0.573541462421417
"1549",8155,20140811102140,10503,0.573227107524872
"1550",7558,20140817142454,9889,0.572129726409912
"1551",3488,20140811160321,3427,0.571915447711945
"1552",2011,20140811172410,9657,0.571262955665588
"1553",7163,20140817142344,549,0.570887267589569
"1554",9683,20140817190648,6638,0.570827424526215
"1555",8739,20140811123441,7942,0.570307493209839
"1556",6261,20140811105732,11273,0.568713307380676
"1557",1464,20140811152353,4539,0.56792014837265
"1558",6082,20140817110816,8066,0.567420721054077
"1559",388,20140811175700,7315,0.566033542156219
"1560",8508,20140811121431,9604,0.565137565135956
"1561",8446,20140811105322,1689,0.564823925495148
"1562",3475,20140817165045,9104,0.564520061016083
"1563",2816,20140811122916,7722,0.564454674720764
"1564",444,20140811185820,7310,0.564348995685577
"1565",3995,20140811144719,10576,0.561987161636353
"1566",6934,20140817170858,5295,0.561546146869659
"1567",291,20140811142841,549,0.561103165149689
"1568",419,20140817131745,3028,0.560912609100342
"1569",1519,20140817112817,4234,0.560156404972076
"1570",1874,20140811174716,7329,0.557086110115051
"1571",2474,20140811175639,416,0.555578649044037
"1572",3040,20140817112755,7196,0.555265188217163
"1573",3839,20140811112254,1019,0.554846942424774
"1574",3330,20140811105940,9060,0.554736316204071
"1575",4436,20140811131013,553,0.553872227668762
"1576",7436,20140811180336,9687,0.553640723228455
"1577",8953,20140811100035,5175,0.553594887256622
"1578",2596,20140811105717,5175,0.553594887256622
"1579",5678,20140817143943,3053,0.552945554256439
"1580",2269,20140817165545,9060,0.552764117717743
"1581",7708,20140817154913,9194,0.552758395671844
"1582",4259,20140811181235,5175,0.55166494846344
"1583",3618,20140811133103,9225,0.551413118839264
"1584",6753,20140817192922,6270,0.550610959529877
"1585",4516,20140811135352,7315,0.550166666507721
"1586",6208,20140811182433,10752,0.55010324716568
"1587",9365,20140817185544,9151,0.548654019832611
"1588",6243,20140811150124,1689,0.548320353031158
"1589",7230,20140817152732,8775,0.548153698444366
"1590",7844,20140811130043,4499,0.547705054283142
"1591",8235,20140811131813,7350,0.547592103481293
"1592",7848,20140817171329,416,0.545869886875153
"1593",7581,20140817153717,4916,0.545484721660614
"1594",3636,20140817165308,9057,0.54547518491745
"1595",4092,20140817155337,11574,0.545158088207245
"1596",7671,20140811102626,4306,0.545018970966339
"1597",6782,20140811121640,8731,0.544673144817352
"1598",6310,20140811123216,10494,0.544463872909546
"1599",9286,20140817130554,10510,0.543801486492157
"1600",3652,20140811171402,416,0.543414294719696
"1601",3173,20140811144718,8015,0.543385088443756
"1602",4605,20140817162938,9515,0.541886985301971
"1603",8612,20140817150914,9872,0.540866196155548
"1604",676,20140817151839,1019,0.540529906749725
"1605",5249,20140817132422,9901,0.540442407131195
"1606",5483,20140811113734,9328,0.54021167755127
"1607",9673,20140817150833,5618,0.539963901042938
"1608",772,20140817140201,9900,0.539779245853424
"1609",9209,20140817175643,2114,0.539630651473999
"1610",5915,20140811153545,7155,0.537567377090454
"1611",8518,20140817125606,7946,0.537366330623627
"1612",5588,20140817180008,8066,0.537194848060608
"1613",1231,20140811131538,9095,0.536726415157318
"1614",11,20140811145501,5870,0.534817397594452
"1615",329,20140817111621,1019,0.533967435359955
"1616",6785,20140817163714,889,0.532145738601685
"1617",2904,20140811115159,4617,0.531696438789368
"1618",8515,20140811140103,10503,0.531425535678864
"1619",30,20140811164456,4671,0.531280636787415
"1620",1367,20140811104501,656,0.531119823455811
"1621",1324,20140817110557,8872,0.530778050422668
"1622",6579,20140811104531,9151,0.530459046363831
"1623",1883,20140817100225,3109,0.530050575733185
"1624",3793,20140811183346,4404,0.529796242713928
"1625",7097,20140811135531,4940,0.529618084430695
"1626",8542,20140817172058,249,0.529335737228394
"1627",9426,20140811172016,659,0.529326856136322
"1628",5872,20140817101853,9286,0.528274774551392
"1629",7231,20140811120238,520,0.52818763256073
"1630",7649,20140811112956,8992,0.527112782001495
"1631",6688,20140811130652,4876,0.526900291442871
"1632",5918,20140817180323,9130,0.526291608810425
"1633",3724,20140817171455,664,0.525756120681763
"1634",3587,20140811145033,5669,0.525471866130829
"1635",8682,20140811161925,974,0.525253474712372
"1636",9388,20140811140007,6140,0.524159967899323
"1637",1870,20140817112155,5034,0.524033069610596
"1638",8343,20140811101853,10679,0.523871243000031
"1639",8056,20140811145305,8860,0.522135972976685
"1640",573,20140811143204,3452,0.522035181522369
"1641",2772,20140811143004,8860,0.522033751010895
"1642",2867,20140817131929,11640,0.521975338459015
"1643",9763,20140811142343,5331,0.521747469902039
"1644",8002,20140811170355,3735,0.521540224552155
"1645",6302,20140817182049,3416,0.520453929901123
"1646",274,20140811111626,11251,0.51944488286972
"1647",7950,20140817103727,11761,0.518923699855804
"1648",2919,20140817160248,7068,0.518726170063019
"1649",2644,20140811134344,8066,0.518556237220764
"1650",8557,20140811141632,520,0.518505752086639
"1651",7842,20140811145731,10503,0.51793760061264
"1652",795,20140811101224,7341,0.517426490783691
"1653",4254,20140811160513,8723,0.516619980335236
"1654",6370,20140817151649,3416,0.516541123390198
"1655",2604,20140817165551,9289,0.516254127025604
"1656",7043,20140817180040,7978,0.515932142734528
"1657",7498,20140811102837,249,0.51589435338974
"1658",3347,20140811181451,5714,0.51587587594986
"1659",6064,20140817172012,5334,0.515816867351532
"1660",3429,20140811100403,9328,0.515627443790436
"1661",378,20140817104050,6075,0.515466094017029
"1662",257,20140817114620,10413,0.515026867389679
"1663",1222,20140811162640,8467,0.514589369297028
"1664",9604,20140817114000,10610,0.514343500137329
"1665",9282,20140811152930,9116,0.513892412185669
"1666",3107,20140811173656,61,0.513811707496643
"1667",4040,20140817121128,5295,0.513791918754578
"1668",5214,20140817193921,10610,0.513469696044922
"1669",7059,20140811103713,1749,0.513288021087646
"1670",6703,20140817145553,9305,0.513184189796448
"1671",8496,20140817103114,6210,0.512472987174988
"1672",5179,20140811175803,1784,0.511354684829712
"1673",6178,20140817141422,9124,0.509947955608368
"1674",2543,20140811130359,9328,0.509258806705475
"1675",3800,20140817102633,5025,0.509175181388855
"1676",5873,20140811160203,3826,0.508488655090332
"1677",6259,20140811131349,5152,0.508336663246155
"1678",5922,20140811104745,7342,0.508182466030121
"1679",5533,20140811144330,3053,0.507984638214111
"1680",8206,20140811173843,9151,0.506503045558929
"1681",9125,20140811121902,7163,0.506458282470703
"1682",8831,20140811174442,9328,0.506242454051971
"1683",9326,20140811103139,9143,0.506077706813812
"1684",7738,20140811124123,4883,0.505612075328827
"1685",1810,20140811101215,8860,0.50440901517868
"1686",3274,20140817120928,7996,0.503478407859802
"1687",1146,20140811180323,4966,0.503459572792053
"1688",7402,20140811102223,8066,0.503063261508942
"1689",9311,20140811192231,7942,0.502419114112854
"1690",1728,20140811162720,4610,0.502022981643677
"1691",1604,20140811131450,4331,0.501008152961731
"1692",994,20140811161922,7483,0.500897347927094
"1693",7944,20140817145939,9303,0.500120162963867
"1694",8254,20140817112003,9299,0.499911934137344
"1695",8233,20140811170404,5175,0.498541325330734
"1696",7097,20140811183141,658,0.49805423617363
"1697",7556,20140811114609,6662,0.497449845075607
"1698",9105,20140817140006,9496,0.496651351451874
"1699",6756,20140817163514,3058,0.496560543775558
"1700",8772,20140817162510,664,0.496522575616837
"1701",8143,20140817134159,3452,0.496051400899887
"1702",3142,20140811105844,4340,0.495363175868988
"1703",7152,20140811193818,9025,0.495157510042191
"1704",9748,20140817121819,9647,0.494862377643585
"1705",1527,20140811192239,9318,0.494690358638763
"1706",5158,20140817104046,6229,0.494505822658539
"1707",8478,20140811191153,7231,0.494272381067276
"1708",7525,20140811161205,9303,0.493810802698135
"1709",495,20140811105810,3127,0.493460178375244
"1710",797,20140817132511,9277,0.492811620235443
"1711",2397,20140811112952,4340,0.492686599493027
"1712",3091,20140817183139,8697,0.492541998624802
"1713",8519,20140817183102,9059,0.491898685693741
"1714",3642,20140817163835,5870,0.491702735424042
"1715",3439,20140817160443,3452,0.491310507059097
"1716",8810,20140811143746,26,0.491089135408401
"1717",7886,20140811110911,1668,0.491072475910187
"1718",5686,20140817183031,1910,0.49106764793396
"1719",8090,20140811171348,5939,0.491059005260468
"1720",7760,20140817194849,4947,0.491055637598038
"1721",8826,20140817175319,8066,0.490330755710602
"1722",9817,20140811133926,4940,0.490014761686325
"1723",2501,20140811183216,11640,0.489796459674835
"1724",3249,20140811172733,4921,0.489710569381714
"1725",5821,20140811180619,3497,0.489048510789871
"1726",9560,20140817183837,9604,0.488591969013214
"1727",1176,20140811160237,8860,0.488499879837036
"1728",3258,20140811190020,9163,0.488327443599701
"1729",1811,20140811133456,9832,0.487938195466995
"1730",2412,20140817120046,10667,0.486848145723343
"1731",7340,20140817172010,6662,0.48424705862999
"1732",823,20140817140459,10495,0.483794301748276
"1733",729,20140817145910,1019,0.483500510454178
"1734",7577,20140817172326,5714,0.483313083648682
"1735",824,20140811183804,9104,0.483303487300873
"1736",4843,20140817192320,3452,0.483087569475174
"1737",9769,20140811181527,8066,0.482248187065125
"1738",6181,20140811114849,5714,0.481569319963455
"1739",293,20140811193227,7996,0.480942845344543
"1740",7724,20140811102648,12,0.480706095695496
"1741",6711,20140811100258,5175,0.48061940073967
"1742",2125,20140811105549,10759,0.48040097951889
"1743",4212,20140811120758,3361,0.480218678712845
"1744",8081,20140811172833,9723,0.48008930683136
"1745",275,20140811114624,11145,0.479379713535309
"1746",6957,20140811111844,3790,0.479296445846558
"1747",9906,20140811135154,9228,0.478852599859238
"1748",754,20140811104336,9059,0.478031724691391
"1749",6955,20140817174437,10503,0.477178424596786
"1750",7838,20140811120048,10503,0.477037757635117
"1751",102,20140811123352,9496,0.476674109697342
"1752",3645,20140811114621,1019,0.476563930511475
"1753",253,20140811183114,3856,0.476373583078384
"1754",3903,20140817190421,8506,0.476255267858505
"1755",5425,20140811125714,10831,0.475565165281296
"1756",1345,20140817130804,8989,0.475560963153839
"1757",1135,20140811190837,10503,0.475036770105362
"1758",9627,20140817135947,915,0.475000470876694
"1759",1236,20140817185531,6662,0.473610490560532
"1760",7316,20140817165546,9604,0.473014414310455
"1761",3557,20140811125556,3497,0.472332805395126
"1762",4592,20140811160210,553,0.47154489159584
"1763",5635,20140817121836,9079,0.471157401800156
"1764",4160,20140811174305,520,0.470262795686722
"1765",8609,20140817103843,5331,0.470204532146454
"1766",5067,20140811183653,3398,0.470039784908295
"1767",3900,20140817135755,9900,0.46955081820488
"1768",7795,20140817174859,3864,0.469387352466583
"1769",1938,20140817190757,5714,0.468862593173981
"1770",3794,20140811144904,10503,0.468487828969955
"1771",9752,20140811191118,4940,0.468217849731445
"1772",996,20140811154702,1814,0.467686325311661
"1773",3252,20140811101053,7243,0.467546433210373
"1774",7217,20140817111723,7273,0.466831862926483
"1775",9057,20140811124920,5736,0.466251969337463
"1776",5229,20140811143727,5258,0.466242760419846
"1777",8065,20140811102802,7141,0.46619725227356
"1778",9003,20140817153337,9303,0.46600079536438
"1779",8499,20140811161020,9596,0.465905696153641
"1780",3864,20140817190853,6270,0.465607941150665
"1781",8991,20140811131522,10490,0.464938074350357
"1782",3609,20140811140628,8066,0.464826047420502
"1783",6613,20140811181245,6570,0.464441269636154
"1784",5386,20140811105857,6270,0.464096903800964
"1785",855,20140811102132,11050,0.464069724082947
"1786",1822,20140811132722,6564,0.463915646076202
"1787",1079,20140817165115,5486,0.463688403367996
"1788",5796,20140817193211,9194,0.463084042072296
"1789",7805,20140811192429,5175,0.462983846664429
"1790",6146,20140811112520,4340,0.462156504392624
"1791",6135,20140811101231,8467,0.458823621273041
"1792",9864,20140811105131,7983,0.458797216415405
"1793",5178,20140817183356,4962,0.458665460348129
"1794",6756,20140811114248,3058,0.456957280635834
"1795",7542,20140811151636,8066,0.455843538045883
"1796",1785,20140811160712,5034,0.455560654401779
"1797",2313,20140817180708,664,0.454953283071518
"1798",1049,20140817123942,9723,0.454297840595245
"1799",1720,20140811163704,537,0.45186111330986
"1800",1618,20140811163704,11574,0.451715409755707
"1801",6631,20140817170139,5954,0.451115399599075
"1802",2860,20140811124825,8869,0.450986623764038
"1803",9795,20140817135809,7722,0.449924230575562
"1804",5155,20140817163105,9194,0.449800372123718
"1805",4939,20140817155808,537,0.448901355266571
"1806",6112,20140817194351,5248,0.448870122432709
"1807",8549,20140811172552,26,0.448740124702454
"1808",7190,20140811114011,5836,0.448116630315781
"1809",6166,20140817155837,416,0.446827054023743
"1810",797,20140817104700,9318,0.446459978818893
"1811",3986,20140811181629,11902,0.44557249546051
"1812",9494,20140817112335,4947,0.443630963563919
"1813",7071,20140811112236,3773,0.443223625421524
"1814",8242,20140817163728,3028,0.443218797445297
"1815",2382,20140811111642,4909,0.442514419555664
"1816",1755,20140817173931,26,0.442259103059769
"1817",636,20140817130602,5406,0.441946417093277
"1818",8252,20140811190125,9149,0.440279841423035
"1819",3871,20140811163958,9519,0.438214838504791
"1820",6675,20140811124708,8979,0.438107818365097
"1821",6871,20140817142113,3180,0.437498152256012
"1822",4727,20140811133005,10494,0.437417089939117
"1823",6816,20140811190023,8497,0.436976313591003
"1824",7463,20140811162744,9524,0.436948001384735
"1825",2620,20140811104206,9588,0.436685353517532
"1826",4192,20140811190453,5417,0.436684131622314
"1827",2502,20140817155308,7971,0.436053901910782
"1828",6559,20140817145851,4882,0.435843676328659
"1829",8542,20140817130827,1632,0.435734212398529
"1830",9617,20140817111611,9332,0.435563266277313
"1831",9928,20140811160113,978,0.435554683208466
"1832",7596,20140817152450,7310,0.434553921222687
"1833",2221,20140817151046,664,0.433227211236954
"1834",4721,20140811190043,4940,0.433224976062775
"1835",9845,20140811165049,7231,0.432540565729141
"1836",9930,20140817120021,3836,0.432013183832169
"1837",2277,20140811171736,9058,0.430750519037247
"1838",6337,20140811140347,4617,0.430684804916382
"1839",8821,20140811143810,8870,0.429706126451492
"1840",5820,20140817122638,8979,0.428832471370697
"1841",9316,20140811104258,10634,0.428611695766449
"1842",4994,20140811182106,10879,0.428096890449524
"1843",2748,20140811132611,9280,0.42650032043457
"1844",8290,20140817140715,7996,0.425947993993759
"1845",2425,20140811145511,656,0.425366818904877
"1846",7352,20140817110746,3571,0.424777925014496
"1847",2360,20140811120620,7942,0.424378901720047
"1848",4133,20140811184105,18,0.424016982316971
"1849",20,20140811131327,3763,0.423711657524109
"1850",1490,20140817174609,10503,0.423281759023666
"1851",456,20140811170853,10610,0.422493577003479
"1852",4298,20140817161813,9652,0.422158062458038
"1853",3912,20140817134935,6225,0.421997249126434
"1854",4824,20140811161141,978,0.420471668243408
"1855",3457,20140811114501,8066,0.419737219810486
"1856",9627,20140817123045,915,0.419538944959641
"1857",2813,20140811121648,9250,0.418974727392197
"1858",6422,20140817124713,8860,0.418704360723495
"1859",840,20140811190341,711,0.418381005525589
"1860",3116,20140817123809,1019,0.417499601840973
"1861",2097,20140817160348,9241,0.4174924492836
"1862",9122,20140817160326,3180,0.416890203952789
"1863",2244,20140817111706,7942,0.414603352546692
"1864",5453,20140817191220,9065,0.414393544197083
"1865",9859,20140817110206,4449,0.414360851049423
"1866",3734,20140811101252,9900,0.414189696311951
"1867",3833,20140817144220,9845,0.413721859455109
"1868",6152,20140811125848,7163,0.413516372442245
"1869",8921,20140811151858,3826,0.4130799472332
"1870",1431,20140817160503,4851,0.413043260574341
"1871",8779,20140811115848,9193,0.40941521525383
"1872",7134,20140811101810,6270,0.40939873456955
"1873",5938,20140811153511,4631,0.409236788749695
"1874",1993,20140811173049,1051,0.408936351537704
"1875",4674,20140817133025,10490,0.407293707132339
"1876",3339,20140811150331,1019,0.407032608985901
"1877",9345,20140811171851,7722,0.406831949949265
"1878",1033,20140817185129,4637,0.405441641807556
"1879",5204,20140811102424,1667,0.405418187379837
"1880",6926,20140811142316,10680,0.404561668634415
"1881",9270,20140811112203,4856,0.404532015323639
"1882",5384,20140817171120,8015,0.404508709907532
"1883",5225,20140817185951,6670,0.402507692575455
"1884",1521,20140811154508,5034,0.402090013027191
"1885",2669,20140811142716,9219,0.401486277580261
"1886",7697,20140811142707,10677,0.400791823863983
"1887",5177,20140817110650,9130,0.40065523982048
"1888",702,20140817175706,9571,0.40051794052124
"1889",1940,20140811131323,8978,0.399540096521378
"1890",4645,20140817140703,10610,0.398676186800003
"1891",8998,20140811172621,782,0.398593097925186
"1892",139,20140811160957,7356,0.397335082292557
"1893",1560,20140817163328,10490,0.397237807512283
"1894",7248,20140811134807,4883,0.397040039300919
"1895",9524,20140811160045,7318,0.396895706653595
"1896",7820,20140811104528,8010,0.396876305341721
"1897",1128,20140811125316,6566,0.395880490541458
"1898",4967,20140811105104,4947,0.394843429327011
"1899",6127,20140817112437,1980,0.394738376140594
"1900",1178,20140811160141,4340,0.394461095333099
"1901",7828,20140817125625,10831,0.394272953271866
"1902",395,20140811132315,10918,0.393984586000443
"1903",3481,20140811165047,4610,0.393977344036102
"1904",5045,20140811124025,18,0.393503040075302
"1905",8014,20140817130141,9889,0.393137663602829
"1906",8561,20140811120742,8794,0.392918080091476
"1907",3772,20140817165017,10610,0.392758697271347
"1908",9449,20140817165302,9652,0.392087072134018
"1909",2658,20140811165008,4620,0.391299903392792
"1910",7054,20140817123007,7356,0.391211122274399
"1911",1885,20140817101222,549,0.390950590372086
"1912",2420,20140811135025,9328,0.389911115169525
"1913",402,20140811112154,7350,0.389678001403809
"1914",5963,20140817155615,3452,0.389568775892258
"1915",8553,20140811191755,9333,0.389449924230576
"1916",2899,20140811165622,9222,0.389307349920273
"1917",6359,20140811103449,7946,0.389037817716599
"1918",7632,20140811102709,4909,0.388858318328857
"1919",9446,20140817190148,11699,0.387571632862091
"1920",9309,20140811115100,3398,0.387533158063889
"1921",8608,20140811111140,8066,0.386326909065247
"1922",5944,20140811114532,11892,0.385729104280472
"1923",2320,20140817172911,9325,0.385561168193817
"1924",5808,20140811151755,5736,0.384792178869247
"1925",4873,20140817152907,6472,0.384677469730377
"1926",6004,20140811102717,8066,0.384407848119736
"1927",9433,20140817180636,7315,0.384393513202667
"1928",7126,20140811142036,3836,0.38426548242569
"1929",9429,20140811114728,3727,0.382655620574951
"1930",1702,20140811123510,3452,0.382532596588135
"1931",6887,20140817154013,6270,0.382075279951096
"1932",3168,20140817112929,3224,0.381624221801758
"1933",2027,20140817110535,5295,0.381508320569992
"1934",1324,20140817185918,8872,0.381182551383972
"1935",4617,20140811184952,9116,0.380709260702133
"1936",6718,20140811172446,6270,0.380526304244995
"1937",9476,20140811145840,6662,0.379862993955612
"1938",844,20140811171735,6054,0.379829317331314
"1939",8855,20140817102930,7318,0.379721969366074
"1940",8929,20140817121542,10510,0.379263043403625
"1941",7944,20140817171105,7942,0.378654032945633
"1942",9865,20140811165400,6270,0.378026366233826
"1943",3070,20140811163823,11635,0.377091944217682
"1944",68,20140811114633,5331,0.37698569893837
"1945",5209,20140811111911,5039,0.376753628253937
"1946",6621,20140811144638,7141,0.376437962055206
"1947",1589,20140811130150,9151,0.376362293958664
"1948",3457,20140817103830,8066,0.375150710344315
"1949",7953,20140817162459,9151,0.374880462884903
"1950",3121,20140811104348,7510,0.374459654092789
"1951",5531,20140817125254,11640,0.374179780483246
"1952",5505,20140811171151,3452,0.373995810747147
"1953",2342,20140811175025,9060,0.373671144247055
"1954",80,20140811174712,11910,0.373441994190216
"1955",6176,20140817142550,9116,0.373158633708954
"1956",1868,20140811190113,1765,0.372724235057831
"1957",7054,20140811112530,7942,0.372176796197891
"1958",3180,20140811160259,9298,0.372114807367325
"1959",2623,20140811182602,1689,0.371823787689209
"1960",6399,20140811101844,3864,0.37090677022934
"1961",6336,20140817145259,3885,0.370076149702072
"1962",293,20140817114149,7996,0.369488567113876
"1963",6522,20140817190726,537,0.369050711393356
"1964",908,20140811110303,5015,0.368941634893417
"1965",2998,20140811140140,3571,0.368580222129822
"1966",5619,20140811151947,4940,0.368190377950668
"1967",8167,20140811155216,7315,0.367562472820282
"1968",6720,20140817141452,3293,0.367118537425995
"1969",930,20140811163723,3536,0.366518616676331
"1970",4818,20140811191746,11531,0.365928173065186
"1971",4053,20140817183859,4883,0.365622788667679
"1972",6564,20140811155147,11894,0.365588635206223
"1973",3116,20140817194112,8860,0.365406215190887
"1974",8216,20140811182149,9596,0.365110576152802
"1975",5273,20140811184522,8860,0.36370712518692
"1976",8800,20140811153105,9151,0.362709581851959
"1977",1715,20140811163544,10503,0.36214342713356
"1978",2787,20140811174618,9069,0.361732423305511
"1979",2714,20140811133533,7932,0.361133545637131
"1980",3492,20140817171341,9596,0.36071041226387
"1981",5483,20140817175643,9130,0.36028665304184
"1982",3781,20140811155958,3416,0.35965284705162
"1983",150,20140811132507,5654,0.359393924474716
"1984",8246,20140811101234,7155,0.359370768070221
"1985",2030,20140811172709,6328,0.359362334012985
"1986",9112,20140811131947,4631,0.358367443084717
"1987",538,20140817120424,664,0.358057469129562
"1988",8893,20140817190358,7273,0.358043372631073
"1989",5704,20140817153840,9647,0.357878386974335
"1990",9372,20140811125747,7942,0.357836246490479
"1991",4566,20140811114711,7418,0.357764273881912
"1992",6568,20140811175707,3501,0.357679277658463
"1993",1354,20140811115514,7935,0.356605142354965
"1994",7843,20140817105252,3398,0.355471581220627
"1995",4076,20140811175841,9313,0.354552417993546
"1996",9048,20140811143055,4684,0.354357302188873
"1997",1627,20140811102616,782,0.354086726903915
"1998",5301,20140817133709,978,0.353873610496521
"1999",168,20140811103708,4966,0.353669583797455
"2000",1471,20140811124316,8860,0.353579580783844
"2001",3608,20140817161909,10413,0.351605594158173
"2002",751,20140817161755,9328,0.350902587175369
"2003",3912,20140817165125,6225,0.350752621889114
"2004",9071,20140817134530,9901,0.350444346666336
"2005",7379,20140817170755,5208,0.349994391202927
"2006",657,20140817130715,9151,0.34997022151947
"2007",4,20140817120137,3028,0.349645972251892
"2008",9260,20140817113048,4965,0.349479556083679
"2009",720,20140811170852,3771,0.349132806062698
"2010",7337,20140811104600,3028,0.349112331867218
"2011",6649,20140817115805,8015,0.348132789134979
"2012",2253,20140811160905,5295,0.347732961177826
"2013",8054,20140817110800,11538,0.347658455371857
"2014",6855,20140811163951,416,0.347528725862503
"2015",4899,20140811192057,9079,0.347511112689972
"2016",4100,20140811142628,5565,0.347402572631836
"2017",2256,20140817111929,6662,0.346837997436523
"2018",8917,20140811121005,11590,0.346248656511307
"2019",2041,20140817113656,9256,0.345860242843628
"2020",3457,20140817161307,978,0.345196723937988
"2021",4052,20140811111921,3864,0.345150291919708
"2022",312,20140817190357,9119,0.344702452421188
"2023",9021,20140811165045,8992,0.343653827905655
"2024",5831,20140811153712,3180,0.342257291078568
"2025",1503,20140811101110,10515,0.342251747846603
"2026",7785,20140817101715,1784,0.341447025537491
"2027",4990,20140811190837,664,0.341314494609833
"2028",2181,20140817134523,8978,0.340921938419342
"2029",9361,20140811152527,4631,0.339730113744736
"2030",2899,20140817150710,9222,0.33942037820816
"2031",3701,20140811185527,4937,0.339407861232758
"2032",3691,20140811150926,4631,0.339395880699158
"2033",4678,20140811165329,3028,0.338781595230103
"2034",2970,20140811141755,18,0.338517636060715
"2035",9839,20140811115444,9116,0.338407605886459
"2036",3609,20140811113202,8066,0.338356673717499
"2037",4490,20140811112959,5152,0.337875992059708
"2038",8370,20140811144926,181,0.336773842573166
"2039",6724,20140817105708,10939,0.336602032184601
"2040",5820,20140817102850,8979,0.336540579795837
"2041",4442,20140817174641,5764,0.336196810007095
"2042",4243,20140811151623,11282,0.335861027240753
"2043",3094,20140811110214,1814,0.335600227117538
"2044",8830,20140817101835,249,0.335092186927795
"2045",3029,20140817182049,4940,0.334518820047379
"2046",1305,20140811183315,5306,0.334421306848526
"2047",3163,20140811173939,7318,0.333995014429092
"2048",1344,20140811165044,11327,0.333813488483429
"2049",7963,20140817161345,7483,0.333802908658981
"2050",534,20140811190940,3773,0.332660019397736
"2051",2624,20140817163721,9015,0.332347124814987
"2052",1324,20140817191956,8872,0.332344144582748
"2053",2547,20140811193109,8709,0.332161694765091
"2054",8948,20140811194530,4940,0.332001090049744
"2055",1109,20140811163737,11512,0.331985831260681
"2056",5879,20140811122455,9604,0.330662369728088
"2057",3514,20140817152357,7310,0.330106347799301
"2058",5772,20140817163927,1156,0.330093324184418
"2059",5317,20140811163047,4829,0.329403251409531
"2060",1295,20140811155511,8860,0.329016417264938
"2061",8027,20140811150449,4862,0.328711748123169
"2062",1688,20140811163707,9222,0.327492892742157
"2063",58,20140817193750,3826,0.327453017234802
"2064",7221,20140811135917,3826,0.326551467180252
"2065",67,20140811170143,7318,0.326497107744217
"2066",7966,20140811113623,9072,0.325896233320236
"2067",1545,20140811144258,806,0.325759202241898
"2068",8871,20140811185551,10510,0.325602531433105
"2069",1151,20140811182749,3826,0.324075907468796
"2070",3819,20140811100454,9069,0.323703706264496
"2071",4982,20140811103547,11894,0.32363224029541
"2072",3287,20140811114855,6400,0.322132676839828
"2073",4405,20140811164520,9647,0.320961773395538
"2074",2929,20140817174615,3387,0.32068207859993
"2075",6969,20140811144529,4340,0.320487707853317
"2076",1167,20140817174602,4882,0.320137798786163
"2077",3190,20140817192228,11640,0.319340854883194
