USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING
1212,02,02,0,01,05
2087,02,01,1,02,07
6717,02,01,1,02,07
348,02,06,0,01,05
2384,02,06,0,01,05
2339,02,01,1,02,07
4798,02,05,0,01,05
3211,03,03,0,01,05
7128,02,06,0,01,05
5888,02,06,0,01,05
1210,01,06,0,01,08
2513,03,02,0,01,03
5967,02,01,1,02,02
2164,02,01,1,02,07
9360,02,01,1,02,02
203,02,06,0,01,05
148,01,06,0,01,02
1354,02,01,0,01,05
8241,03,03,0,01,09
4134,02,01,1,02,02
3685,02,02,0,01,05
2612,01,03,0,01,04
3714,03,03,0,01,09
1852,02,01,1,02,07
9563,03,03,0,01,09
1030,02,01,1,02,07
6223,02,02,0,01,05
8932,01,01,1,02,01
1469,02,01,1,02,07
6210,02,01,1,02,02
3087,02,06,0,01,07
8404,02,01,1,02,07
7223,02,01,1,02,02
3231,02,01,1,02,02
5455,01,02,0,01,05
6641,02,05,0,01,07
8579,02,01,1,02,07
7472,01,04,0,01,07
6676,02,02,0,01,05
3388,02,01,1,02,02
2638,02,04,0,01,06
6104,02,01,1,02,02
7840,02,02,0,01,05
4050,02,04,0,01,06
4635,02,01,1,02,07
9419,01,01,0,01,06
4475,01,02,1,01,05
4408,02,06,0,01,05
356,03,03,0,01,09
8807,03,03,0,01,09
6806,03,03,0,01,09
4030,01,02,1,02,04
5987,02,04,0,01,06
9331,03,03,0,01,09
9141,03,04,0,01,03
7049,02,01,1,02,07
5010,03,03,0,01,09
1401,02,01,0,01,05
1437,02,06,0,01,05
8069,02,01,1,02,07
4723,01,01,1,02,01
4013,02,01,1,02,07
7657,02,06,0,01,05
1480,02,01,1,02,07
9376,03,05,0,01,06
4851,03,03,0,01,09
6959,02,03,0,01,10
2434,02,01,1,02,07
4901,02,01,1,02,07
5622,03,03,0,01,09
8137,02,01,0,01,10
2895,01,02,0,01,05
4555,02,05,0,01,05
1376,02,01,1,02,07
7890,03,06,0,01,05
909,02,01,1,02,02
6207,03,03,0,01,09
2987,02,01,1,02,07
7578,02,01,1,02,07
9236,02,06,0,01,05
8869,02,06,0,01,06
8256,02,01,1,02,07
9065,02,01,1,02,07
6373,03,03,0,01,09
6566,02,01,1,02,07
2197,03,05,0,01,05
6054,02,01,1,02,02
9168,02,04,0,01,01
9467,02,01,1,02,07
230,02,01,1,02,07
294,02,01,1,02,07
2532,02,01,1,02,02
7751,02,01,1,02,02
2334,02,06,0,01,05
2772,02,01,1,02,02
6656,02,02,0,01,05
9857,02,01,1,02,07
6134,02,01,1,02,07
3696,02,01,1,02,07
5330,02,05,0,01,01
61,03,03,0,01,09
9702,02,01,1,02,07
2617,02,01,1,02,07
1392,01,02,0,01,05
1229,01,02,1,01,05
9314,02,01,1,02,02
1964,02,01,1,02,07
2898,03,03,0,01,09
8826,02,01,1,02,02
7852,02,01,1,02,07
4888,02,01,1,02,02
8340,02,01,1,02,02
3359,02,01,0,01,06
7964,02,01,1,02,07
2873,02,02,0,01,05
4066,02,02,0,01,05
7347,01,02,1,01,05
9036,02,01,1,02,07
6035,02,01,1,02,07
6516,02,01,1,02,07
4150,03,02,0,01,03
8914,03,06,0,01,06
4289,03,03,0,01,09
9216,01,03,0,01,08
4100,02,02,0,01,05
1290,02,01,1,02,07
7856,01,03,0,01,09
5582,03,01,0,01,02
9881,03,06,0,01,02
787,02,06,0,01,05
6199,02,06,0,01,05
3660,02,01,1,02,07
2547,02,01,1,02,07
1746,02,06,0,01,05
9558,02,01,1,02,02
5511,01,02,1,01,05
8607,02,01,1,02,02
9375,02,02,0,01,05
8814,03,03,0,01,09
2660,03,02,0,01,08
3076,02,01,1,02,02
3445,01,04,0,01,01
6471,02,01,1,02,02
1664,02,01,1,02,07
8522,02,04,0,01,06
6018,02,01,1,02,02
8210,02,01,1,02,07
3261,02,01,1,02,07
2137,02,01,1,02,07
2117,01,02,1,01,05
9528,02,01,0,01,02
9161,02,01,1,02,07
7418,02,01,1,02,07
4803,02,01,1,02,07
428,03,03,0,01,09
7943,02,01,1,02,07
1464,03,03,0,01,09
8741,02,01,1,02,02
6454,01,03,0,01,10
186,02,04,0,01,06
4682,03,03,0,01,09
9423,03,03,0,01,09
3085,02,02,0,01,03
4509,01,06,0,01,03
3234,02,01,1,02,07
8108,02,01,1,02,07
7741,02,01,1,02,07
5617,02,01,1,02,07
9074,02,01,1,02,02
9575,03,03,0,01,09
6130,03,01,0,01,05
2135,02,01,1,02,07
3443,02,02,0,01,05
3478,01,04,0,02,04
5432,01,02,0,01,09
2829,02,01,1,02,07
969,02,01,1,02,07
8466,02,01,1,02,02
543,03,05,0,01,08
6592,02,06,0,01,05
4443,02,06,0,01,05
21,02,01,1,02,07
4027,03,01,0,01,05
7081,02,01,1,02,02
8796,02,01,1,02,07
471,03,03,0,01,09
1536,02,01,1,02,07
9230,02,01,1,02,07
4721,02,01,1,02,07
1672,02,01,1,02,02
1494,02,03,0,01,09
1305,02,01,1,02,07
8768,02,07,0,02,08
4005,01,04,0,01,07
7479,03,01,0,01,06
6599,02,01,1,02,02
49,02,01,1,02,07
3065,01,02,0,01,06
8924,02,06,0,01,05
6481,02,06,0,01,05
3296,03,06,0,01,05
5576,02,01,1,02,02
7860,02,06,0,01,05
5237,02,01,1,02,07
5267,02,01,1,02,07
9151,02,01,1,02,02
6803,02,01,1,02,02
8336,02,02,0,01,06
6198,02,04,0,01,04
247,02,04,0,01,01
8208,01,04,0,01,10
2726,02,01,1,02,07
7857,03,01,0,01,01
7037,03,03,0,01,09
3068,02,01,1,02,07
5733,01,02,1,01,05
6858,02,01,1,02,07
9163,02,06,0,01,05
1320,03,03,0,01,09
5720,03,03,0,01,09
3090,02,01,1,02,07
4656,02,01,1,02,07
9698,02,01,1,02,07
816,01,02,1,01,05
9290,02,01,1,02,07
4722,02,01,1,02,07
5464,02,01,1,02,07
7628,02,06,0,01,05
6228,02,01,1,02,07
6367,02,01,1,02,02
2141,02,01,1,02,07
3650,02,01,1,02,02
3178,01,01,0,01,07
9726,03,03,0,01,09
7056,03,03,0,01,09
3434,01,05,0,01,02
3243,02,06,0,01,05
1896,01,05,0,01,03
3545,02,03,0,01,08
174,02,01,1,02,07
5907,02,01,1,02,02
2130,02,01,1,02,07
9104,02,01,1,02,02
5243,01,02,0,01,10
7380,02,01,1,02,07
7184,02,01,1,02,07
4904,02,02,0,01,05
3183,01,06,0,01,09
426,03,02,0,01,06
9491,02,01,1,02,07
6246,02,01,1,02,07
3844,02,02,0,01,05
3711,02,01,1,02,07
7666,02,01,1,01,06
9937,02,01,1,02,02
9749,02,02,0,01,05
8547,02,06,0,01,05
8922,02,06,0,01,05
2201,02,01,1,02,07
1069,02,01,1,02,07
6913,01,03,0,01,06
7641,02,01,0,01,05
2633,03,04,0,01,09
3953,01,02,1,02,04
5378,01,02,1,01,05
2689,02,03,0,01,08
983,01,02,1,01,05
6482,02,01,0,01,05
8429,03,03,0,01,09
8691,02,06,0,01,05
4891,02,01,1,02,07
3549,02,01,0,01,05
9927,01,02,0,01,05
1317,02,01,1,02,07
2839,01,01,1,02,01
5863,02,01,1,02,07
1639,02,06,0,01,05
9916,02,05,0,01,06
6151,02,06,0,01,03
3,02,07,0,01,05
4296,01,06,0,01,07
8785,02,01,1,02,07
976,03,01,0,01,05
5203,02,01,1,02,02
6503,03,05,0,01,09
9561,02,01,1,02,07
5352,03,03,0,01,09
3887,02,06,0,01,05
7514,02,01,1,02,02
8425,03,03,0,01,09
3075,02,01,1,02,07
6285,03,06,0,01,04
4731,03,03,0,01,09
6271,03,03,0,01,09
1177,02,06,0,01,05
1546,01,01,1,02,01
4506,02,01,1,01,06
6298,01,02,1,02,04
6630,01,02,1,01,05
2913,02,01,1,02,02
4274,01,03,0,01,01
2329,03,03,0,01,09
7938,02,05,0,01,05
9379,02,01,1,02,07
9449,02,01,1,02,07
9455,02,01,1,02,02
1837,02,01,1,02,07
5053,02,01,1,02,02
3635,02,04,0,01,05
3148,03,06,0,01,04
9512,02,01,1,02,07
2519,02,06,0,01,05
4707,02,05,0,01,10
5507,02,01,1,02,07
8827,02,01,1,02,02
6069,01,02,0,01,06
9337,02,01,1,02,07
1873,02,01,1,02,07
3415,02,01,0,01,10
8945,02,01,1,02,07
2912,02,01,1,02,07
8594,01,02,1,01,05
806,03,03,0,01,07
3097,03,01,0,01,06
8057,03,01,0,01,06
4023,02,01,1,02,07
3196,03,02,0,01,04
7463,02,01,1,02,07
606,02,01,1,02,02
8782,02,01,1,02,07
4944,02,01,1,02,07
2166,01,02,1,01,05
2999,03,03,0,01,09
5417,02,01,1,02,07
5325,01,02,1,01,05
7753,03,03,0,01,09
5658,02,01,1,02,07
5794,01,02,1,01,05
8550,01,02,1,01,05
5326,02,01,1,02,02
6090,01,02,0,01,08
2674,02,01,1,02,07
2550,02,06,0,01,05
2089,02,01,1,02,02
8504,01,02,0,01,08
3726,03,03,0,01,04
6101,03,02,0,01,08
3695,03,01,0,01,08
6666,01,02,1,01,05
71,02,06,0,01,05
8047,02,01,1,02,07
3238,02,06,0,01,05
2095,02,01,1,02,02
5022,03,03,0,01,09
6972,02,01,1,02,07
2817,02,01,1,02,07
5631,02,01,1,02,07
2872,02,06,0,01,05
3945,03,03,0,01,09
2425,02,01,1,02,02
3921,01,02,1,01,05
6561,01,01,0,01,02
3499,03,03,0,01,09
750,01,03,0,01,08
1728,02,03,1,02,08
3842,03,03,0,01,09
8968,02,01,1,02,02
3733,02,01,1,02,07
5727,01,01,0,01,06
6747,01,05,0,01,01
9414,03,06,0,01,09
3646,02,01,1,02,07
6643,02,06,0,01,05
3424,02,06,0,01,05
9904,02,01,0,01,01
8881,02,01,1,02,07
9078,02,06,0,01,10
2351,02,06,0,01,05
1649,01,04,0,01,08
6161,02,02,0,01,05
9708,02,06,0,01,05
7880,02,01,1,02,07
2716,01,02,1,02,04
9548,02,01,1,02,07
9508,01,06,0,01,10
4886,01,02,1,01,05
2896,03,03,0,01,09
1599,02,04,0,01,07
6247,02,02,0,01,05
7990,02,01,1,02,02
9048,03,03,0,01,09
2574,03,05,0,01,10
8743,01,04,0,01,08
5679,03,03,0,01,09
1350,02,01,1,02,02
8253,02,03,1,02,08
1136,02,01,1,02,02
849,03,03,0,01,09
8172,02,03,1,02,08
753,02,06,0,01,05
3628,03,03,0,01,09
5150,02,02,0,01,05
291,02,01,0,01,05
1281,01,06,0,01,05
5265,02,01,1,02,07
1724,01,02,0,01,06
8534,01,02,1,01,05
1066,02,01,1,02,02
4420,02,03,1,02,08
2744,02,06,0,01,05
9686,02,01,1,02,02
3260,03,03,0,01,09
8024,02,01,1,02,02
8311,03,03,0,01,09
3527,02,01,1,02,07
5643,02,01,1,02,07
8268,02,06,0,01,05
3807,03,03,0,01,09
1534,02,01,1,02,07
6216,01,01,0,01,01
2199,02,03,1,02,08
957,03,03,0,01,09
7207,03,03,0,01,09
472,02,03,0,01,08
3875,02,02,0,01,05
2466,02,01,1,02,02
7260,03,01,0,01,05
5623,03,03,0,01,09
924,02,06,0,01,05
2616,02,01,1,02,02
5805,02,01,1,02,07
6144,01,02,0,01,05
6911,02,01,0,01,05
3911,03,04,0,01,10
2411,01,02,1,01,05
5927,03,03,0,01,06
6031,02,01,1,02,07
2350,03,03,0,01,09
1689,02,01,1,02,07
272,01,02,1,01,05
1828,02,01,1,02,07
4829,02,01,1,02,07
2391,02,01,1,02,07
719,02,01,1,02,07
2951,02,06,0,01,06
846,02,01,1,02,02
4649,03,03,0,01,09
7605,02,01,1,02,02
3878,02,01,1,02,02
7618,02,01,1,02,02
334,01,02,1,01,05
3380,02,01,1,02,07
3537,02,01,1,02,07
4250,02,01,1,02,07
9896,03,03,0,01,09
782,02,05,0,01,06
69,02,01,0,01,05
373,02,02,0,01,05
7507,02,06,0,01,05
6449,02,01,1,02,07
4789,01,01,0,01,04
7106,03,03,0,01,09
9592,02,02,0,01,08
6642,02,01,1,02,07
9651,02,02,0,01,05
9049,02,06,0,01,05
4224,02,01,1,02,07
7160,02,01,0,01,05
246,02,01,1,02,07
7044,03,04,0,01,07
3341,03,01,0,01,08
4912,02,01,1,02,07
4961,02,01,1,02,02
2963,02,06,0,01,05
9282,02,04,0,01,06
5187,02,01,1,02,07
1105,02,01,1,02,07
4084,02,01,1,01,06
6202,03,05,0,01,08
1766,01,02,0,01,07
3082,02,01,1,02,07
5163,02,01,1,02,07
7739,02,06,0,01,05
1589,02,01,1,02,07
1138,02,01,0,01,05
1444,03,03,0,01,09
2524,02,01,1,02,07
6830,02,03,0,01,09
4987,02,01,1,02,07
7855,03,02,0,01,01
5287,02,01,1,02,07
962,02,06,0,01,05
262,02,02,0,01,03
254,02,01,1,02,02
751,01,02,1,01,05
609,02,06,0,01,05
4116,03,01,0,01,06
1368,01,02,1,01,05
9585,03,03,0,01,09
6528,03,03,0,01,09
8949,03,03,0,01,09
6649,02,06,0,01,05
4928,02,01,1,02,02
5262,03,03,0,01,09
2179,03,02,0,01,05
6021,02,07,0,02,08
5564,03,01,0,01,06
7610,03,03,0,01,09
1216,02,01,1,02,07
9581,02,01,1,02,07
5233,03,04,0,01,09
2013,02,01,1,02,02
7717,02,01,0,01,05
8259,03,02,0,01,04
3396,01,06,0,01,10
8147,03,02,0,01,08
3031,01,02,1,01,05
5341,02,02,0,01,10
5504,02,02,0,02,04
5833,01,02,1,01,05
1862,02,06,0,01,05
9641,02,01,1,02,07
8050,03,03,0,01,09
755,02,02,0,01,02
2158,02,01,0,01,06
4864,01,02,0,01,05
4380,03,03,0,01,09
9807,02,01,1,02,02
2919,03,03,0,01,09
5667,03,03,0,01,09
2490,02,01,1,02,07
8209,03,03,0,01,09
3133,02,01,1,02,07
8183,01,05,0,01,07
8239,02,01,1,02,07
9885,02,04,0,02,02
7506,02,06,0,01,05
1868,02,01,1,02,07
9142,02,03,1,02,08
1899,01,06,0,01,03
5496,03,04,0,01,03
1005,02,01,1,02,07
2849,02,02,0,01,05
768,02,01,1,02,07
4075,02,06,0,01,05
5357,01,03,0,01,08
9771,02,01,1,02,07
4470,02,05,0,01,03
5853,02,01,1,02,02
3597,02,06,0,01,05
7614,02,06,0,01,05
1973,02,01,1,02,02
7881,02,06,0,01,05
2894,02,02,0,01,01
4783,01,02,1,01,05
533,02,02,0,01,05
7908,02,01,1,02,07
9932,02,06,0,01,03
8855,02,01,0,01,05
6998,02,01,1,02,07
4413,02,02,0,01,05
7987,01,06,0,01,03
7906,01,02,0,01,04
8444,02,01,1,02,02
1825,03,06,0,01,08
4221,03,01,0,01,07
1571,02,04,0,01,10
9915,02,02,0,01,09
8414,01,04,0,01,07
8886,02,01,1,02,02
2566,01,04,0,01,03
8374,02,01,0,01,09
6764,02,01,1,02,07
4216,01,05,0,01,07
3446,02,02,0,01,05
9097,03,03,0,01,09
7698,03,03,0,01,09
8275,01,03,0,01,04
1261,01,04,0,01,03
3555,03,03,0,01,09
4157,02,03,0,01,06
4342,02,06,0,01,01
8667,02,05,0,01,02
6605,02,01,0,01,05
81,02,06,0,01,06
8836,03,01,0,01,07
6341,03,05,0,01,08
7562,03,01,0,01,07
3131,02,01,1,02,02
3810,03,01,0,01,06
450,02,01,1,02,07
4744,03,03,0,01,09
8166,02,01,1,02,02
2377,03,03,0,01,09
9183,02,01,1,02,07
6814,03,03,0,01,09
7386,02,06,0,01,05
6579,02,06,0,01,05
1139,03,03,0,01,09
1134,02,01,1,02,07
1161,02,02,0,01,02
1002,01,05,0,01,01
5857,03,03,0,01,09
1562,01,01,0,01,05
6813,01,01,0,01,06
4014,01,02,1,01,05
3100,03,03,0,01,09
5523,02,01,1,02,02
657,01,02,1,01,05
5368,02,01,1,02,07
3736,02,01,1,02,02
7497,02,01,1,02,02
5403,03,01,0,01,06
661,01,02,1,01,05
3957,02,01,1,02,07
9479,02,06,0,01,05
5355,02,01,1,02,02
9298,02,02,0,01,05
5077,03,01,0,01,06
8293,02,01,1,02,02
104,02,06,0,01,05
7677,01,03,0,01,06
5707,02,06,0,01,05
6550,01,02,0,01,05
1566,02,01,1,02,07
307,02,01,0,01,05
9447,01,02,1,01,05
5586,02,01,1,02,02
5244,01,02,1,01,05
1654,01,02,1,02,07
4187,02,01,1,02,07
659,02,01,1,02,07
8893,01,02,1,01,05
6935,02,01,1,02,07
3293,02,01,1,02,02
8245,02,06,0,01,05
6832,03,03,0,01,09
678,02,01,1,02,07
8140,02,02,0,01,05
1167,03,03,0,01,09
5940,02,01,1,02,07
5159,02,01,1,02,07
3718,02,01,1,02,02
3636,02,01,1,02,07
4995,02,01,1,02,07
4876,02,01,1,02,07
959,03,03,0,01,09
1256,03,05,0,01,08
5177,03,01,0,01,06
4981,03,05,0,01,08
6128,01,04,0,01,03
4522,03,03,0,01,09
6888,02,06,0,01,06
4934,01,02,1,01,05
6429,02,01,1,02,02
1699,03,03,0,01,09
4991,02,02,0,01,05
3295,02,04,0,01,06
7431,02,01,1,02,07
9124,03,03,0,01,09
4553,03,01,0,01,06
7232,02,02,0,01,05
2906,02,01,1,02,07
538,03,03,0,01,09
2129,02,01,1,02,07
7295,03,03,0,01,09
1402,02,01,1,02,07
3223,02,05,0,01,07
9505,02,01,0,01,01
5563,01,02,0,01,10
473,02,05,0,01,09
4055,03,03,0,01,01
8748,03,01,0,01,03
5912,02,04,0,01,05
7979,01,05,0,01,05
3922,02,04,0,01,04
9327,02,01,1,02,02
1301,03,06,0,01,02
9328,03,02,0,01,08
1106,02,01,1,02,07
2796,03,06,0,01,09
8101,01,06,0,01,06
2696,03,01,0,01,02
6164,03,01,0,01,08
9178,03,02,0,01,07
648,03,06,0,01,01
8388,01,02,0,01,01
7430,02,06,0,01,10
718,03,02,0,01,05
9464,03,03,0,01,06
3336,02,03,0,01,07
2352,02,06,0,01,05
8602,02,06,0,01,05
7831,02,01,1,02,07
9408,03,01,0,01,02
512,02,01,1,02,02
4608,02,06,0,01,05
1004,03,03,0,01,09
4639,03,03,0,01,09
5569,02,02,0,02,04
3963,02,06,0,01,05
8300,02,01,1,02,02
7483,03,03,0,01,09
2977,02,03,0,01,04
8988,02,06,0,01,05
2527,02,01,1,02,02
7237,02,02,0,01,05
8234,02,01,1,02,07
2426,02,01,1,02,02
7416,03,03,0,01,09
9430,02,01,1,02,07
3301,03,05,0,01,07
4394,02,01,1,02,02
7093,02,06,0,01,05
1111,03,03,0,01,09
9433,02,06,0,01,05
7962,02,01,1,02,07
8213,03,01,0,01,06
8244,02,02,0,01,06
8204,01,01,0,01,01
6542,02,06,0,01,05
783,03,05,0,01,08
5708,02,02,0,01,05
2692,02,06,0,01,05
1335,02,01,1,02,07
8842,02,06,0,01,05
2514,02,06,0,01,05
5099,02,01,1,02,07
7136,02,01,1,02,07
263,02,01,0,01,08
6349,02,01,0,01,05
1986,02,01,1,02,02
7061,02,01,1,02,07
2880,03,03,0,01,09
27,03,03,0,01,09
7869,01,01,0,01,04
2720,02,02,0,01,05
4273,01,02,1,01,05
7921,02,06,0,01,05
2054,02,06,0,01,05
2697,01,04,0,01,10
4312,02,02,0,01,05
5932,02,01,0,01,01
8158,03,06,0,01,08
9586,02,02,0,01,01
6787,02,01,1,02,07
3062,02,06,0,01,04
3918,02,01,1,02,07
9275,03,01,0,01,06
82,01,06,0,01,09
1457,01,02,0,01,04
4517,03,03,0,01,09
2267,03,03,0,01,09
6362,02,02,0,01,05
3458,02,01,1,02,07
6167,02,02,0,01,05
2978,02,02,0,01,05
3707,02,01,1,02,07
5422,02,04,0,01,06
6135,02,01,1,02,02
1384,02,01,1,02,07
2642,01,02,1,01,05
9145,02,01,1,02,07
1045,02,01,1,02,07
4396,03,02,0,01,07
9037,03,03,0,01,09
4087,02,02,0,01,05
9203,02,01,1,02,07
1220,02,01,1,02,07
3649,03,05,0,01,06
3539,03,03,0,01,09
9330,02,01,1,02,02
2023,03,03,0,01,09
9346,02,02,0,01,05
4594,03,03,0,01,09
3072,03,03,0,01,09
3599,03,03,0,01,09
4162,02,01,1,02,07
3789,02,02,0,01,05
6112,03,03,0,01,09
5550,03,03,0,01,09
3840,02,01,1,02,07
4978,01,06,0,01,01
141,02,06,0,01,10
4449,01,02,1,01,05
8854,03,03,0,01,09
7494,02,06,0,01,04
302,01,04,0,01,02
610,02,01,1,02,07
1508,01,02,1,01,05
2559,02,01,1,02,07
4028,02,01,1,02,07
5016,03,03,0,01,09
912,02,01,1,02,07
5850,03,03,0,01,09
3173,02,01,0,01,05
611,02,01,1,02,07
4126,02,01,1,02,02
5972,02,01,1,02,02
9186,02,01,0,01,05
143,02,01,1,02,02
4557,01,02,1,01,05
607,02,01,1,02,07
5896,03,02,0,01,01
8305,02,01,1,02,07
552,02,01,1,02,07
7102,01,06,0,01,06
9466,02,01,1,02,07
9111,02,01,1,02,07
2893,02,01,0,01,05
5254,03,03,0,01,09
4536,02,01,1,02,07
7891,02,01,0,01,05
7567,03,03,0,01,09
4275,03,03,0,01,09
4660,02,01,1,02,07
1667,01,02,1,01,05
5675,02,02,0,01,07
9060,01,06,0,01,08
1670,02,01,1,02,02
6305,02,01,1,02,07
401,02,03,1,02,08
2944,02,01,0,01,05
8217,03,01,0,01,09
6177,01,02,1,01,05
5855,01,02,1,01,05
3914,03,03,0,01,09
4674,02,01,1,02,07
5739,02,01,1,02,07
599,01,02,1,01,05
5144,02,03,1,02,08
8298,02,05,0,01,03
2322,02,02,0,01,05
130,02,01,1,02,02
571,02,06,0,01,05
9106,03,01,0,01,04
108,02,01,1,02,02
2449,02,01,1,02,07
7978,01,02,1,01,05
8092,02,01,1,02,02
8334,03,03,0,01,09
3937,02,06,0,01,05
6995,02,02,0,01,05
7602,01,02,1,02,04
9451,02,03,1,02,08
8887,01,02,1,01,05
3138,02,01,0,01,06
9205,02,01,1,02,02
1771,02,01,1,02,02
1794,03,05,0,01,09
992,02,04,0,01,07
1418,02,01,1,02,07
2410,02,02,1,02,02
8558,02,02,0,02,01
6510,02,06,0,01,05
1708,02,06,0,01,05
6197,03,03,0,01,09
9803,02,01,1,02,02
890,03,03,0,01,03
1968,02,06,0,01,09
1211,02,02,0,01,05
4554,02,01,1,02,07
2083,02,02,0,01,05
1936,02,01,1,02,07
1863,03,03,0,01,09
8985,03,03,0,01,10
1518,02,06,0,01,06
1721,01,05,0,01,04
3450,02,01,1,02,07
2510,03,01,0,01,01
9854,02,01,1,02,07
5920,03,03,0,01,05
8715,02,02,0,01,05
1157,02,01,1,02,07
2834,03,03,0,01,09
9283,02,02,0,02,04
4902,02,06,0,01,05
8122,01,05,0,01,10
5259,02,07,0,02,08
6093,02,05,0,01,07
5331,02,06,0,01,05
7615,02,02,0,01,05
3739,02,06,0,01,05
9157,02,06,0,01,05
8725,02,05,0,01,03
6586,02,01,1,02,07
195,03,03,0,01,09
6978,02,06,0,01,05
2666,03,03,0,01,09
7706,01,03,0,01,04
116,02,01,0,01,05
1000,01,02,1,01,05
6946,03,03,0,01,09
6576,01,02,0,01,06
5518,02,03,0,01,05
5526,02,03,1,02,08
8352,02,02,0,01,05
8498,01,02,1,01,05
4831,02,01,1,02,02
5299,01,06,0,01,02
5173,02,01,1,02,07
6647,01,06,0,01,09
3277,02,01,1,01,06
7264,02,01,1,02,02
2099,02,01,1,02,07
620,02,06,0,01,05
7323,02,06,0,01,05
2774,02,01,1,02,07
6426,02,06,0,01,05
796,03,03,0,01,09
8992,03,03,0,01,09
9017,01,02,1,01,05
9051,02,01,1,02,07
3976,02,02,1,02,02
6275,02,01,1,02,07
4743,02,06,0,01,05
6485,03,01,0,01,06
6022,03,03,0,01,09
1734,03,03,0,01,01
6565,03,03,0,01,09
5567,02,06,0,01,05
7644,02,01,1,02,07
6601,03,03,0,01,09
4597,01,02,1,02,04
3962,01,03,0,01,09
6084,02,01,1,02,07
8846,02,06,0,01,05
96,02,01,1,02,07
5308,03,03,0,01,09
7575,03,03,0,01,09
6274,02,01,1,02,07
3357,01,02,1,01,05
5988,01,06,0,01,02
8038,01,02,0,01,05
5369,03,03,0,01,09
7453,01,02,0,01,05
4447,02,06,0,01,05
9773,03,02,0,01,04
5347,02,01,1,02,07
5585,02,04,0,01,02
7544,03,03,0,01,09
2413,03,03,0,01,09
7809,02,01,1,02,02
9487,02,06,0,01,05
8009,02,01,1,02,07
8637,01,02,0,01,05
3645,02,01,1,02,07
8804,02,01,1,02,07
7750,03,03,0,01,09
570,02,06,0,01,10
3827,01,06,0,01,01
6400,03,05,0,01,08
2552,02,02,0,01,05
6644,02,01,1,02,02
3431,03,03,0,01,09
2338,03,01,0,01,05
1735,02,02,0,01,05
1142,02,06,0,01,05
8387,02,01,1,02,02
8677,02,06,0,01,05
6541,01,04,0,02,04
9831,01,04,0,01,07
7907,02,06,0,01,05
4665,02,03,1,02,08
204,03,03,0,01,09
9429,01,02,0,01,06
1575,02,01,1,02,07
8252,02,07,0,02,08
1950,02,03,1,02,08
2316,02,03,0,01,07
8078,02,06,0,01,05
7471,02,06,0,01,02
4706,03,01,0,01,05
5774,02,06,0,01,05
9868,02,02,0,01,05
4125,02,02,0,01,05
9155,02,01,1,02,07
7254,02,01,1,02,02
2255,02,01,1,02,02
662,02,02,0,01,09
697,02,04,0,02,05
4778,02,01,1,02,07
1497,03,01,0,01,06
6024,02,01,1,02,07
404,02,01,0,01,04
3112,02,01,1,02,07
7069,03,03,0,01,09
8111,02,01,1,02,07
5894,02,06,0,01,06
1593,02,01,1,02,07
7973,02,03,1,02,08
6932,02,01,1,02,02
5798,02,01,1,02,07
8583,01,02,1,01,05
9723,03,03,0,01,09
7162,02,01,1,02,02
7071,02,06,0,01,05
5288,01,02,1,01,05
7816,02,01,1,02,02
1960,02,01,1,02,02
8629,03,03,0,01,09
5234,02,01,1,02,07
1123,01,02,1,01,05
8734,02,01,1,02,07
5991,02,01,1,02,07
6697,03,03,0,01,09
5411,01,02,1,01,05
2651,01,02,0,01,05
4103,03,03,0,01,09
1997,02,01,1,02,07
6175,03,06,0,01,05
9735,01,05,0,01,06
1945,02,06,0,01,05
8752,03,03,0,01,09
5525,02,01,1,02,07
600,01,01,1,02,01
38,03,03,0,01,01
2050,02,05,0,01,05
9918,02,06,0,01,05
894,03,03,0,01,09
9353,02,01,1,02,02
1807,02,01,1,02,07
6200,02,01,1,02,02
9103,03,05,0,01,04
6916,01,02,0,01,03
716,03,03,0,01,09
5370,02,01,1,02,07
5873,02,01,1,02,07
6792,02,01,1,02,07
7622,02,01,1,02,07
1038,03,03,0,01,09
8027,02,01,1,02,07
6749,03,03,0,01,09
2885,01,05,0,01,10
8437,01,02,0,01,05
3598,02,06,0,01,05
7285,01,02,1,01,05
9,01,02,1,01,05
2427,03,03,0,01,09
6893,02,06,0,01,05
8801,02,02,0,01,05
7021,02,01,1,02,07
8102,02,01,1,02,07
1029,03,03,0,01,09
9856,02,01,1,02,02
4762,03,05,0,01,04
3384,01,02,1,01,05
817,01,05,0,01,03
1268,02,01,1,02,07
6793,02,02,0,01,05
9356,02,01,1,02,07
2071,02,01,1,02,02
5517,02,01,0,01,06
8313,02,01,1,02,07
7176,03,01,0,01,08
554,02,03,0,01,01
5514,02,02,0,01,05
9158,02,01,1,02,07
1057,03,03,0,01,09
6147,03,01,0,01,04
2657,02,06,0,01,05
5937,02,01,1,02,02
386,01,02,0,01,05
709,02,01,1,02,07
2203,01,02,1,01,05
8007,02,01,0,01,05
5723,02,01,1,02,07
4544,02,01,0,01,05
51,01,02,1,01,05
3641,03,03,0,01,09
3137,03,01,0,01,06
4465,01,02,1,01,05
986,02,03,0,01,08
8960,03,05,0,01,05
3879,02,01,1,02,07
2145,02,01,1,02,02
8947,01,05,0,01,07
8546,02,01,1,02,07
11,03,03,0,01,09
6034,02,01,1,02,07
4899,02,06,0,01,05
136,01,02,1,02,07
